sourceId;lat;lon;elev;value;prid;dqc
FMI102001:fmi;68.08422;27.18501;247;-11.5;11;0
FMI102005:fmi;68.41506;27.41326;302;-11.3;11;0
FMI102006:fmi;68.43394;27.4441;437;-12.6;11;0
FMI102009:fmi;68.478;28.30123;253;-11.1;11;0
FMI102012:fmi;67.74858;29.61132;360;-13.4;11;0
FMI102016:fmi;69.03905;20.81379;482;-12;11;0
FMI102019:fmi;68.60301;23.57595;375;-11.8;11;0
FMI102026:fmi;68.90296;25.73646;285;-11.9;11;0
FMI102035:fmi;69.75637;27.00678;107;-12.1;11;0
FMI102036:fmi;70.08203;27.8965;22;-10.6;11;0
FMI102042:fmi;69.07219;27.4925;123;-12;11;0
FMI102047:fmi;69.14089;27.26567;156;-11.9;11;0
FMI102055:fmi;69.5825;28.89409;106;-12;11;0
FMI103794:fmi;60.62773;25.19342;83;-6.6;11;0
FMI104796:fmi;60.97465;25.6202;100;-8.2;11;0
FMI105392:fmi;60.10121;25.19439;8;-5.1;11;0
FMI105427:fmi;61.13658;21.51518;15;-4.7;11;0
FMI107029:fmi;60.48595;26.59209;21;-7.3;11;0
FMI107113:fmi;63.99618;28.05972;212;-11;11;0
FMI107201:fmi;66.15344;24.9901;38;-8.7;11;0
FMI107565:fmi;67.7687;29.21102;223;-13.8;11;0
FMI126736:fmi;64.21678;27.75194;160;-10.6;11;0
FMI129963:fmi;69.04851;27.75679;120;-10.6;11;0
FMI137188:fmi;62.68571;22.84272;87;-7.3;11;0
FMI150168:fmi;61.52242;28.18491;98;-10.1;11;0
FMI151028:fmi;60.20867;25.1959;2;-5.1;11;0
FMI151029:fmi;60.09136;19.9291;2;2;11;0
FMI151048:fmi;60.11584;20.29765;10;1.3;11;0
FMI852678:fmi;60.29128;24.56782;90;-6.3;11;0
FMI874863:fmi;60.17797;24.78743;6;-5.4;11;0
SMHI188790;68.3538;18.8164;392.3;-8.2;21;0
SMHI97280;59.3579;17.5213;5.6;3.9;21;0
SMHI159880;65.5941;19.2642;382.4;-7;21;0
SMHI84340;58.571;14.557;88.5;3.7;21;0
SMHI98040;59.068;18.115;4.3;3.7;21;0
SMHI161940;65.814;21.635;25.2;-4.8;21;0
SMHI5032;58.4488;16.3651;0;3.4;21;0
SMHI127130;62.2198;17.739;18.1;1.8;21;0
SMHI157870;65.558;17.8554;394;-6.7;21;0
SMHI123460;62.7548;13.8427;467.2;0.7;21;0
SMHI94390;59.6612;14.1803;133.1;2.7;21;0
SMHI116490;61.8264;16.5385;70.7;0.9;21;0
SMHI123060;62.0936;13.6086;566.6;0.4;21;0
SMHI115220;61.3607;15.7144;183.6;1.2;21;0
SMHI107440;60.7298;17.5584;3.7;2;21;0
SMHI97370;59.65;17.12;24.6;3.4;21;0
SMHI96190;59.3821;16.4526;12.6;3.6;21;0
SMHI96040;59.0558;16.3944;31.3;3.4;21;0
SMHI23059;63.0117;16.6604;0;0.6;21;0
SMHI78550;57.9165;18.9533;12.8;4.2;21;0
SMHI76420;57.7068;16.4526;35.3;4.6;21;0
SMHI20044;60.2409;16.0283;0;2.7;21;0
SMHI103100;60.1533;13.799;187.2;2.4;21;0
SMHI107420;60.7161;17.1607;16.1;2.7;21;0
SMHI84520;58.8768;14.3875;210.7;2.9;21;0
SMHI72420;57.6764;12.2919;154;4.8;21;0
SMHI74180;57.292;14.137;169.6;4.7;21;0
SMHI62260;56.4496;12.5453;9.2;5.7;21;0
SMHI62410;56.6833;12.8167;31;6;21;0
SMHI146050;64.0875;16.2356;241.6;-0.2;21;0
SMHI11044;56.4337;12.7222;0;5.7;21;0
SMHI125440;62.7504;15.0845;343.2;0.6;21;0
SMHI83190;58.3218;13.0379;70.1;4.1;21;0
SMHI6057;57.8739;13.9349;0;3;21;0
SMHI139260;63.4351;19.6731;5.9;-1.3;21;0
SMHI84310;58.514;14.507;94.5;4;21;0
SMHI106160;60.2683;16.9738;55.7;3;21;0
SMHI85460;58.7162;15.0271;224.9;2.1;21;0
SMHI12000;55.6547;13.4064;0;5.9;21;0
SMHI180940;67.827;20.3387;459;-11.2;21;0
SMHI95540;59.8703;15.2522;283.2;1.7;21;0
SMHI124300;62.4952;14.1542;802.5;-1.1;21;0
SMHI86420;58.6892;16.3069;153.6;2.7;21;0
SMHI11039;56.2206;13.56;0;4.8;21;0
SMHI21041;61.9824;15.3149;0;0.5;21;0
SMHI171790;66.2789;21.1285;185;-6.8;21;0
SMHI180770;67.2551;20.2704;453.2;-11.1;21;0
SMHI63510;56.8525;13.8794;148.5;5;21;0
SMHI128390;62.6417;18.0899;14.3;1.4;21;0
SMHI148330;64.5481;18.713;210.1;-4.7;21;0
SMHI53300;55.5231;13.3787;72;6.1;21;0
SMHI158740;65.1512;18.5935;363.1;-6.3;21;0
SMHI104580;60.9601;14.5041;195.4;1.6;21;0
SMHI170930;66.7516;20.9238;327.6;-8.5;21;0
SMHI83420;58.6994;13.1084;53.3;4.1;21;0
SMHI149560;64.9253;19.3744;309.6;-6.6;21;0
SMHI182910;67.7301;22.8219;312.2;-11.1;21;0
SMHI11001;56.1342;13.3512;0;5.8;21;0
SMHI149340;64.5659;19.6943;258;-6.1;21;0
SMHI161710;65.034;21.5609;4.9;-3.2;21;0
SMHI73480;57.7846;13.1642;297.5;3.3;21;0
SMHI96560;59.9093;16.6843;56.6;2.5;21;0
SMHI98160;59.3446;18.7404;19.3;3.4;21;0
SMHI151380;64.6244;21.0717;48;-4.5;21;0
SMHI14013;57.7401;12.1345;0;6.3;21;0
SMHI11018;55.9565;13.927;0;6.2;21;0
SMHI97400;59.6269;17.9545;42;2.9;21;0
SMHI97200;59.3537;17.9513;14;3.7;21;0
SMHI105220;60.3817;15.1374;492.3;0.2;21;0
SMHI8027;57.4232;15.8252;0;3.9;21;0
SMHI23058;63.3178;12.0875;0;2;21;0
SMHI93520;59.8639;13.1166;108.9;3;21;0
SMHI98490;59.8317;18.6313;14.8;3;21;0
SMHI25060;67.6117;21.1062;0;-11.3;21;0
SMHI25009;65.7576;21.7637;0;-4.6;21;0
SMHI99450;59.7531;19.4054;14;3;21;0
SMHI169790;66.309;19.21;580.4;-8.3;21;0
SMHI74300;57.4981;14.4645;355.9;2.8;21;0
SMHI126290;62.4935;16.2742;99.1;0.8;21;0
SMHI72090;57.1134;12.7732;122.4;5.3;21;0
SMHI140480;63.7931;20.28;7.3;-3.8;21;0
SMHI97510;59.8471;17.632;23.5;3.2;21;0
SMHI97530;59.9;17.593;20.6;3.1;21;0
SMHI15060;57.3554;12.4618;0;5.7;21;0
SMHI71380;57.6322;11.6048;18.2;5.3;21;0
SMHI84050;58.0948;14.4058;93.6;4.7;21;0
SMHI25061;67.6673;21.6757;0;-10.7;21;0
SMHI22046;62.4295;14.9926;0;0.8;21;0
SMHI114140;61.2536;14.0355;251.6;1.2;21;0
SMHI161910;65.6691;21.062;43.4;-4.4;21;0
SMHI62180;56.2926;12.8558;17.6;6.2;21;0
SMHI77210;57.3671;17.0954;2.8;4.7;21;0
SMHI108320;60.5256;18.3729;6.5;2.6;21;0
SMHI78280;57.4408;18.9839;8.1;4.5;21;0
SMHI172770;66.2618;22.8427;61;-8.2;21;0
SMHI98230;59.3417;18.0549;43.1;3.8;21;0
SMHI14;57.8;12.5;90;5.7;21;0
SMHI15;57.72;11.95;5;6.5;21;0
SMHI16;57.7;11.9;5;6;21;0
SMHI4;57.8;14.2;120;4.9;21;0
SMHI113420;61.6909;13.1828;426.6;0.8;21;0
FMI101246:fmi;61.03879;28.56395;46;-12.4;12;1
FMI101436:fmi;62.06302;28.56618;79;-9.2;12;0
FMI806428:fmi;66.1716;29.13646;306;-15.5;12;0
METSN18315:0;59.919;10.7623;37;5.3;4;0
METSN18920:0;59.9573;10.671;177;3.3;4;0
METSN77040:0;67.0672;7.0958;52;5.6;4;0
METSN28750:0;59.8685;9.3995;183;0.5;4;0
METSN49910:0;60.5637;6.9325;42;6.8;4;0
METSN6840:0;61.1215;11.3633;230;0.9;6;0
METSN65060:0;63.1442;8.5602;25;7.1;6;0
METSN77350:0;65.3125;13.1427;402;0.3;6;0
METSN725:0;62.0818;12.132;826;-2.3;6;0
METSN66630:0;62.8763;9.8413;220;5.7;6;0
METSN8800:0;61.8645;10.9097;387;-1.6;6;0
METSN60860:0;62.4135;6.3272;2;10.5;6;0
METSN670:0;61.8405;11.9928;754;0.3;6;0
METSN17820:0;59.7718;10.832;111;4.2;6;0
METSN64970:0;63.0075;8.6638;244;2.4;6;0
METSN69190:0;63.338;11.0887;330;4.2;6;0
METSN96250:0;70.7278;27.497;338;-12.8;6;0
METSN2830:0;59.7267;11.4178;141;3.8;6;0
METSN69035:0;63.4262;10.664;133;6.3;6;0
METSN88430:0;69.2972;17.2905;363;-9.5;6;0
METSN12030:0;60.5545;11.2502;141;3.9;6;0
METSN60310:0;62.1362;7.1848;620;5.9;6;0
METSN81310:0;67.1978;14.6315;8;-0.7;6;0
METSN81420:0;67.0042;14.8982;600;-7.6;6;0
METSN66175:0;63.2307;9.7628;15;0.5;6;0
METSN12050:0;60.6215;11.2997;160;2.9;6;0
METSN66810:0;62.6692;10.1523;525;1.3;6;0
METSN74670:0;65.0627;13.3025;280;1.7;6;0
METSN58703:0;61.9632;7.2544;582;6;6;0
METSN11125:0;60.2852;11.1358;180;2.5;6;0
METSN56790:0;61.3229;5.7774;62;3.5;6;0
METSN90:0;61.1185;12.0647;575;0.5;6;0
METSN65530:0;63.554;9.0533;74;4.2;6;0
METSN79215:0;66.2298;13.8728;8;1.6;6;0
METSN61065:0;62.6112;7.1135;20;9.3;6;0
METSN61810:0;62.6578;8.0425;500;6;6;0
METSN67890:0;62.7403;11.3245;700;1.1;6;0
METSN81315:0;67.2313;14.6125;21;-0.3;6;0
METSN91460:0;69.1818;20.7503;408;-12;6;0
METSN30242:0;58.9928;9.9232;10;6;6;0
METSN19663:0;59.964;10.3435;340;1.5;6;0
METSN6700:0;60.9573;11.4902;200;1.5;6;0
METSN73630:0;64.6237;12.6053;117;2.6;6;0
METSN31853:0;59.5993;8.7152;159;0.7;6;0
METSN10070:0;62.5003;11.1723;598;1.7;6;0
METSN120:0;61.2177;12.6982;580;0;6;0
METSN12280:0;60.8165;11.2853;219;2.6;6;0
METSN5330:0;60.3582;11.5898;135;2.9;6;0
METSN66045:0;63.4263;9.9482;135;5.5;6;0
METSN58810:0;61.9405;6.1377;283;6;6;0
METSN33430:0;59.5315;8.1075;692;1.2;6;0
METSN46510:0;59.8402;6.9825;1079;0.3;6;0
METSN84920:0;68.53;17.4255;170;-6.7;6;0
METSN66120:0;63.3093;9.5685;310;2.8;6;0
METSN39520:0;58.4909;7.7772;121;2.9;6;0
METSN66740:0;62.7509;9.9839;425;2.3;6;0
METSN49860:0;60.3693;7.4945;1243;-1.9;6;0
METSN85640:0;68.0185;13.1803;23;1.1;6;0
METSN84770:0;68.4683;17.482;44;-2.7;6;0
METSN60225:0;62.2915;6.7928;504;5.2;6;0
METSN11000:0;62.8715;11.8077;865;-0.3;6;0
METSN6690:0;60.8632;11.4172;270;1.7;6;0
METSN59815:0;62.3792;5.6275;20;9.7;6;0
METSN81340:0;67.2037;14.8187;93;-1.4;6;0
METSN5370:0;60.5252;11.5087;263;2.9;6;0
METSN8230:0;61.5747;11.0045;283;0.6;6;0
METSN59820:0;62.3195;5.7208;23;9.5;6;0
METSN12590:0;60.928;10.6725;128;2.4;6;0
METSN5680:0;60.3718;12.0435;170;2.8;6;0
METSN17640:0;59.7397;11.0083;130;3.7;6;0
METSN17875:0;59.685;10.8312;91;4.3;6;0
METSN91505:0;69.585;20.3988;18;-5.3;6;0
METSN63725:0;62.6007;9.7215;555;3.9;6;0
METSN27130:0;59.432;10.4217;40;4.1;6;0
METSN5495:0;60.102;12.063;185;3.1;6;0
METSN6580:0;60.7525;11.7625;160;2.6;6;0
METSN82220:0;67.2783;14.5173;25;-0.3;6;0
METSN59530:0;62.0163;5.538;168;7.2;6;0
METSN99090:0;70.0278;29.1303;84;-10.8;6;0
METSN80870:0;67.0837;14.2075;62;0.7;6;0
METSN88023:0;68.8698;17.479;8;-2.8;6;0
METSN71805:0;64.0972;10.5248;265;4.5;6;0
METSN2970:0;60.2525;12.4562;273;2;6;0
METSN67270:0;62.983;10.2373;160;2.5;6;0
METSN85480:0;68.2628;14.2498;20;1.2;6;0
METSN66900:0;62.4763;10.3925;695;0.6;6;0
METSN12580:0;60.9153;10.7955;230;2.3;6;0
METSN83280:0;67.9028;15.1827;20;1;6;0
