elev;lat;lon;value;prid;dqc;sct;rep
15;59.49;18.29;NA;1;1;NA;NA
10;59.51;18.84;NA;1;1;NA;NA
15;59.53;16.02;NA;1;1;NA;NA
20;59.52;18.07972;NA;1;1;NA;NA
135;59.54;14.28;NA;1;1;NA;NA
15;59.53;17.04;NA;1;1;NA;NA
65;59.53;13.26;0;1;0;0.14;0.73341
15;59.53;17.84;NA;1;1;NA;NA
27;59.56;16.29;NA;1;1;NA;NA
227;59.55;14.81;NA;1;1;NA;NA
10;59.55;17.37;NA;1;1;NA;NA
85;59.59;15.24;NA;1;1;NA;NA
90;59.58;13.03;0;1;0;0;0.5
40;59.59;15.92;NA;1;1;NA;NA
10;59.59;16.63;NA;1;1;NA;NA
125;59.61;11.93;0;1;0;0.98;1.95693
65;59.61;13.48;0;1;0;0.01;0.58207
20;59.64;17.07;NA;1;1;NA;NA
260;59.65;14.28;NA;1;1;NA;NA
25;59.65;16.8;NA;1;1;NA;NA
26;59.66;17.95;NA;1;1;NA;NA
15;59.66;17.69;NA;1;1;NA;NA
20;59.66;18.27;NA;1;1;NA;NA
40;59.66;18.42;NA;1;1;NA;NA
66;59.67;12.59;0;1;0;0;0.5
35;59.7;16.66;NA;1;1;NA;NA
55;59.7;16.21972;NA;1;1;NA;NA
60;59.7;16.05972;NA;1;1;NA;NA
185;59.71;14.53;NA;1;1;NA;NA
40;59.71;16.44;NA;1;1;NA;NA
20;59.72;17.80972;NA;1;1;NA;NA
80;59.74;13.21;0;1;0;2.87;2
200;59.75;14.99;NA;1;1;NA;NA
20;59.75;17.07;NA;1;1;NA;NA
200;59.75;14.24;NA;1;1;NA;NA
15;59.77;18.65;NA;1;1;NA;NA
15;59.75;19.41;NA;1;1;NA;NA
155;59.81;15.56;NA;1;1;NA;NA
15;59.81;17.66639;NA;1;1;NA;NA
25;59.83;18.95;NA;1;1;NA;NA
80;59.85;13.54;0.4;1;12;NA;NA
13;59.86;17.63;NA;1;1;NA;NA
146;59.87;15.02;NA;1;1;NA;NA
130;59.86;11.97;0;1;0;0.02;0.81257
285;59.87;15.25;NA;1;1;NA;NA
165;59.88;12.63;0.2;1;0;0.06;0.81024
205;59.88;14.54;NA;1;1;NA;NA
135;59.89;12.3;0;1;0;0.25;1.36554
21;59.9;17.59;NA;1;1;NA;NA
50;59.9;17.03;NA;1;1;NA;NA
60;59.9;16.66;NA;1;1;NA;NA
15;59.91;17.86;NA;1;1;NA;NA
205;59.95;14.95;NA;1;1;NA;NA
108;59.93;12.9;0.2;1;0;5.68;2
125;59.96;13.53;0;1;12;NA;NA
20;59.96;18.35;NA;1;1;NA;NA
250;59.98;14.18;NA;1;1;NA;NA
30;59.99;17.57;NA;1;1;NA;NA
100;60;15.8;NA;1;1;NA;NA
25;60.03;17.71972;NA;1;1;NA;NA
250;60.03;14.94;NA;1;1;NA;NA
220;60.06;12.56;1.1;1;0;3.01;2
10;60.06;18.74;NA;1;1;NA;NA
280;60.09;15.02;NA;1;1;NA;NA
80;60.14;13.01;0.1;1;0;2.68;1.78929
65;60.12;16.59;NA;1;1;NA;NA
125;60.13;16.13;NA;1;1;NA;NA
40;60.14;17.23972;NA;1;1;NA;NA
305;60.14;14.4;NA;1;1;NA;NA
165;60.14;15.18;NA;1;1;NA;NA
100;60.14;16.17;NA;1;1;NA;NA
190;60.15;13.8;0.6;1;0;4.22;2
55;60.16;16.86;NA;1;1;NA;NA
12;60.16;18.74;NA;1;1;NA;NA
68;60.17;16.30972;NA;1;1;NA;NA
15;60.18;18.23;NA;1;1;NA;NA
270;60.18;14.67;NA;1;1;NA;NA
115;60.29;15.97;NA;1;1;NA;NA
265;60.27;14.14;NA;1;1;NA;NA
75;60.28;16.89;NA;1;1;NA;NA
190;60.29;14.98;NA;1;1;NA;NA
215;60.32;13.13;0;1;0;0.03;0.72643
160;60.33;12.68;0;1;0;0.01;0.5
180;60.35;15.75;NA;1;1;NA;NA
308;60.35;12.65;0.3;1;12;NA;NA
135;60.36;12.94;0.3;1;12;NA;NA
420;60.37;13.87;1;1;9;NA;NA
260;60.38;15.23;NA;1;1;NA;NA
495;60.38;15.14;NA;1;1;NA;NA
25;60.41;17.88;NA;1;1;NA;NA
145;60.43;13.24;0;1;0;4.38;2
35;60.44;17.34;NA;1;1;NA;NA
250;60.45;14.48;NA;1;1;NA;NA
130;60.46;16.27;NA;1;1;NA;NA
145;60.5;15.46;NA;1;1;NA;NA
75;60.5;16.94;NA;1;1;NA;NA
445;60.52;13.49;1;1;0;13.37;2
190;60.51;14.96;NA;1;1;NA;NA
110;60.51;16.42;NA;1;1;NA;NA
230;60.52;14.46;NA;1;1;NA;NA
8;60.53;18.38;NA;1;1;NA;NA
235;60.56;14.37;NA;1;1;NA;NA
140;60.54;16.29;NA;1;1;NA;NA
65;60.62;16.78;NA;1;1;NA;NA
155;60.6;15.01;NA;1;1;NA;NA
160;60.61667;15.61667;NA;1;1;NA;NA
185;60.64;16.14972;NA;1;1;NA;NA
16;60.65;17.17;NA;1;1;NA;NA
425;60.66;12.71;0;1;12;NA;NA
308;60.68139;13.69944;0;1;0;0.38;1.16997
150;60.68;16.35;NA;1;1;NA;NA
80;60.69;16.82;NA;1;1;NA;NA
160;60.69;15.49;NA;1;1;NA;NA
175;60.73;15.02;NA;1;1;NA;NA
140;60.73;15.91;NA;1;1;NA;NA
335;60.74;12.7;4;1;9;NA;NA
5;60.75;17.35;NA;1;1;NA;NA
255;60.77;12.85;0.3;1;0;0.32;1.12806
430;60.78;12.46;0.8;1;0;3.31;2
360;60.81;13.86;0;1;0;0.66;0.88009
156;60.84;15.77;NA;1;1;NA;NA
260;60.88;14.38;NA;1;1;NA;NA
225;60.89;15.11;NA;1;1;NA;NA
80;60.9;16.73972;NA;1;1;NA;NA
230;60.91;12.58;0.3;1;0;0.04;0.63562
355;60.91;13.38;0;1;0;0.18;0.97322
230;60.92;15.11;NA;1;1;NA;NA
175;60.94;14.59;NA;1;1;NA;NA
215;60.94;15.55;NA;1;1;NA;NA
190;60.94;15.25;NA;1;1;NA;NA
280;60.97;13.9;0;1;0;0.01;0.5
145;60.96;16.46;NA;1;1;NA;NA
196;61;14.59;NA;1;1;NA;NA
425;61.03;12.84;0.3;1;0;0.3;1.05355
431;61.06;15.58;NA;1;1;NA;NA
480;61.07;13.48;0;1;0;0.05;0.74738
335;61.1;13.32;0.2;1;0;0.42;0.83818
424;61.08;13.62;0;1;0;0.01;0.5
358;61.1;16.16;NA;1;1;NA;NA
465;61.13;12.82;0.2;1;0;0.11;0.5
175;61.15;14.61;NA;1;1;NA;NA
430;61.13;13.97;0.5;1;0;1.65;1.66822
220;61.17;15.22;NA;1;1;NA;NA
360;61.17;13.26;0.2;1;0;0.57;0.60536
205;61.2;14.87;NA;1;1;NA;NA
250;61.26;14.04;0.2;1;0;0.25;1.10477
50;61.26;16.84;NA;1;1;NA;NA
10;61.27;17.1;NA;1;1;NA;NA
412;61.28;12.86;0.1;1;0;0.05;0.5
440;61.31;13.16;0.8;1;0;5.87;2
445;61.34;13.36;0.3;1;0;0.42;1.38882
177;61.38;15.84;NA;1;1;NA;NA
425;61.38;13.73;0;1;0;4.08;2
540;61.39;12.86;0;1;0;3.23;2
115;61.4;16.42;NA;1;1;NA;NA
434;61.44;14.87;NA;1;1;NA;NA
220;61.53;15.34;NA;1;1;NA;NA
130;61.57;16.32972;NA;1;1;NA;NA
620;61.6;12.5;1.9;1;0;7.48;2
170;61.6;16.77;NA;1;1;NA;NA
585;61.6;14.18;0.4;1;0;0.18;0.922
424;61.64;14.8;NA;1;1;NA;NA
425;61.71;13.13;0;1;0;0.01;0.5
8;61.7;17.52;NA;1;1;NA;NA
115;61.71;16.18;NA;1;1;NA;NA
10;61.73;17.1;NA;1;1;NA;NA
70;61.79;16.55;NA;1;1;NA;NA
410;61.8;14.64;0.8;1;0;2.78;2
185;61.83;15.83;NA;1;1;NA;NA
670;61.85;12.27;0;1;0;2.62;2
440;61.85;14.09;0.4;1;0;0.51;1.17928
455;61.86;12.72;0;1;0;0.02;0.5
220;61.98;15.32;NA;1;1;NA;NA
545;62;12.67;0;1;0;0.01;0.5
432;62.01917;14.19028;0.6;1;0;0;0.5
150;62.03;16.3;NA;1;1;NA;NA
215;62.03;15.91;NA;1;1;NA;NA
259;62.04;15.47;NA;1;1;NA;NA
750;62.04;12.4;0;1;0;1.14;1.45867
70;62.06;17.28;NA;1;1;NA;NA
470;62.07;14.49;0.2;1;0;1.02;1.65891
150;62.11;16.71972;NA;1;1;NA;NA
610;62.11;13.28;0.7;1;0;0.02;0.5
135;62.15;17.17;NA;1;1;NA;NA
260;62.18;14.95;0.7;1;0;0.83;1.59837
220;62.18;15.65;NA;1;1;NA;NA
421;62.2;13.87;0;1;12;NA;NA
17;62.23;17.66;NA;1;1;NA;NA
25;62.26;17.34;NA;1;1;NA;NA
375;62.27;16.43;NA;1;1;NA;NA
435;62.28;16;NA;1;1;NA;NA
770;62.33;12.65;1.2;1;0;1.31;1.7241
60;62.36;16.96972;NA;1;1;NA;NA
60;62.38;17.29;NA;1;1;NA;NA
255;62.4;15.21;0;1;12;NA;NA
35;62.41;17.27;NA;1;1;NA;NA
430;62.42;13.52;0.1;1;0;0.3;1.1979
70;62.46;16.43;NA;1;1;NA;NA
355;62.48;14.54;0.5;1;0;1.11;1.43539
140;62.52556;15.76889;NA;1;1;NA;NA
99;62.52;16.21;NA;1;1;NA;NA
4;62.52444;17.44083;NA;1;1;NA;NA
802;62.53;14.2;0.1;1;0;4.09;2
585;62.55;12.6;0.5;1;0;1.26;1.49593
395;62.55;16.7;NA;1;1;NA;NA
70;62.57;17.13;NA;1;1;NA;NA
780;62.58;12.22;1;1;0;3.33;2
785;62.61;12.16;0;1;12;NA;NA
640;62.63;13.16;0;1;12;NA;NA
10;62.62;18.05972;NA;1;1;NA;NA
15;62.63306;17.93306;NA;1;1;NA;NA
700;62.64;12.42;0.3;1;0;1.61;1.63097
410;62.7;14.39;0.5;1;0;1.09;1.40279
130;62.71;17.18;NA;1;1;NA;NA
345;62.72;16.18;NA;1;1;NA;NA
342;62.75;15.1;0.7;1;0;0.03;0.55413
220;62.76;16.30972;NA;1;1;NA;NA
430;62.77;15.5;0.7;1;0;-1;NA
185;62.77;16.71972;NA;1;1;NA;NA
350;62.79;14.69;0;1;12;NA;NA
260;62.8;17.55;NA;1;1;NA;NA
580;62.8;13.07;0.3;1;0;2.21;2
20;62.85;18.02;NA;1;1;NA;NA
615;62.85;12.81;1.6;1;0;4.99;2
60;62.94;17.73;NA;1;1;NA;NA
245;62.94;17.23972;NA;1;1;NA;NA
780;62.94;13.25;0.5;1;0;0.01;0.5
330;62.96;15.85;NA;1;1;NA;NA
20;63.01;18.19;NA;1;1;NA;NA
415;63.01;14.72;1;1;0;1.55;2
10;63.03;18.17;NA;1;1;NA;NA
170;63.05;16.54;NA;1;1;NA;NA
165;63.03;16.55;NA;1;1;NA;NA
5;63.05;17.77;NA;1;1;NA;NA
300;63.06;15.34;1.5;1;0;0.03;0.54948
592;63.08;13.75;2.1;1;0;1.82;2
275;63.13;18.07;NA;1;1;NA;NA
120;63.14;16.98972;NA;1;1;NA;NA
27;63.15;17.76;NA;1;1;NA;NA
220;63.15;15.76;1.5;1;0;0.52;1.22119
183;63.16;16.17;NA;1;1;NA;NA
575;63.16;13.07;4.3;1;0;1.93;2
30;63.17;17.66;NA;1;1;NA;NA
20;63.17;17.28;NA;1;1;NA;NA
60;63.17;17.42;NA;1;1;NA;NA
95;63.18;17.1;NA;1;1;NA;NA
11;63.19;19.02;NA;1;1;NA;NA
376;63.1975;14.48639;1.9;1;0;0.14;0.5
360;63.24;14.55;2.2;1;0;0.19;0.9709
440;63.27;16.44;NA;1;1;NA;NA
583;63.28;12.12;5.2;1;0;0.07;0.8312
25;63.3;18.72;NA;1;1;NA;NA
530;63.3;12.51;0;1;9;NA;NA
642;63.30278;12.12528;5.2;1;0;0.08;0.82887
400;63.32;13.65;3.4;1;0;0.18;0.83353
175;63.54;16.46972;NA;1;1;NA;NA
30;63.33;19.05;NA;1;1;NA;NA
330;63.33;13.38;3.3;1;0;0.18;0.63329
390;63.33;15.41;2.6;1;0;0.36;1.31898
285;63.33;14.47;2.5;1;0;1.56;2
380;63.39;13.39;3.5;1;0;0.06;0.79395
249;63.4;17.48972;NA;1;1;NA;NA
165;63.41;16.55972;NA;1;1;NA;NA
108;63.41;19;NA;1;1;NA;NA
380;63.42;15.83;3.1;1;0;0.38;0.92899
80;63.46;18.05972;NA;1;1;NA;NA
345;63.49;13.92;3;1;0;0.73;1.78463
480;63.52;12.72;1.8;1;0;3.96;2
120;63.52;18.07;NA;1;1;NA;NA
410;63.52;14.53;1.4;1;0;6.99;2
550;63.53;12.4;3.3;1;0;3.33;2
245;63.53;17.13;NA;1;1;NA;NA
4;63.57;19.49;NA;1;1;NA;NA
6;63.59;20.76;NA;1;1;NA;NA
232;63.6;16.18;NA;1;1;NA;NA
490;63.62;15.09;2.7;1;0;1.62;1.69616
190;63.66;18.53;NA;1;1;NA;NA
400;63.67;13.55;3.6;1;0;0.76;1.51921
215;63.68417;16.95056;NA;1;1;NA;NA
480;63.7;14.13;2.6;1;0;0.92;1.28638
425;63.71;12.65;2.3;1;0;0.09;0.93132
75;63.71;19.59;NA;1;1;NA;NA
270;63.72;15.83;2.9;1;0;0.07;0.58673
385;63.75;18.17;NA;1;1;NA;NA
425;63.76;12.43;2.2;1;0;2.2;2
362;63.76;14.43;1.9;1;0;0.29;1.2305
118;63.77;18.99;NA;1;1;NA;NA
450;63.78;13.07;2.9;1;0;1;0.95925
360;63.79;17.66639;NA;1;1;NA;NA
14;63.79;20.29;NA;1;1;NA;NA
10;63.81;20.24;NA;1;1;NA;NA
260;63.82;17.13;NA;1;1;NA;NA
285;63.83;15.62;2.6;1;0;2.96;2
545;63.85;13.38;2.4;1;0;1.41;1.61234
375;63.85;15.59;4.9;1;0;4.11;2
235;63.94;16.37;3;1;0;0.58;1.34226
200;63.93;19.22;NA;1;1;NA;NA
380;63.95;17.91639;NA;1;1;NA;NA
267;63.97;15.85;3.4;1;0;0.04;0.5
390;63.97;16.8;NA;1;1;NA;NA
425;63.98;12.87;4.1;1;0;4.25;2
615;64;14.67;2.5;1;0;0.48;1.03958
115;64.02;19.57;NA;1;1;NA;NA
451;64.04;12.94;0.9;1;0;3.85;2
15;64.06;20.88;NA;1;1;NA;NA
290;64.06;15.37;4.4;1;0;0.5;1.02561
340;64.06;14.13;1.9;1;0;1.21;1.76135
327;64.08;18.42;NA;1;1;NA;NA
240;64.12;16.21;4.4;1;0;0.4;1.11874
213;64.12972;18.99;NA;1;1;NA;NA
310;64.16;17.37;NA;1;1;NA;NA
155;64.19;20.3;NA;1;1;NA;NA
50;64.19;20.85;NA;1;1;NA;NA
260;64.25;15.85;0.4;1;9;NA;NA
400;64.25;18.52;NA;1;1;NA;NA
237;64.27;19.63;NA;1;1;NA;NA
520;64.27;14.45;6.6;1;0;2.6;2
300;64.3;15.22;2.7;1;0;0.66;0.89173
440;64.34;17.79;NA;1;1;NA;NA
21;64.36;21.32;NA;1;1;NA;NA
330;64.42;16.80972;NA;1;1;NA;NA
270;64.43;15.63;4.4;1;0;0.82;2
375;64.44;14.72;3.9;1;0;0.78;1.65425
140;64.45;20.41;NA;1;1;NA;NA
178;64.45972;15.54;3.5;1;0;0;0.5
36;64.48;21.58;NA;1;1;NA;NA
440;64.48972;17.46;NA;1;1;NA;NA
328;64.50333;14.15944;3;1;0;0.26;0.5
500;64.51;17.98972;NA;1;1;NA;NA
234;64.58;18.65;NA;1;1;NA;NA
265;64.61;19.98;NA;1;1;NA;NA
385;64.62;18.34;NA;1;1;NA;NA
48;64.62;21.07;NA;1;1;NA;NA
480;64.62972;14.86;0.4;1;0;2.71;2
345;64.64;16.41;4.6;1;0;0.8;1.52852
370;64.70972;15.54;1.1;1;0;4.74;2
300;64.73;20.19;NA;1;1;NA;NA
360;64.73;13.96;1.9;1;12;NA;NA
520;64.76;17.21972;NA;1;1;NA;NA
372;64.78;19.37;NA;1;1;NA;NA
225;64.81972;18.89;NA;1;1;NA;NA
485;64.81972;14.15;0;1;12;NA;NA
500;64.83;16.27;5.8;1;0;0.48;0.6915
530;64.84;15.09;2.1;1;0;0.04;0.5
415;64.87972;16.75;4.9;1;0;0.63;0.89639
296;64.91;19.48;NA;1;1;NA;NA
10;64.91;21.23;NA;1;1;NA;NA
550;64.92;14.56;0.9;1;0;3.32;2
325;64.92;18.24;NA;1;1;NA;NA
475;64.93;14.16;2.2;1;0;0.53;0.78696
365;64.95;15.84;3.3;1;0;1.47;1.9709
280;65.00722;17.70833;NA;1;1;NA;NA
550;65.03;15.37;1.5;1;0;1.56;1.67753
520;65.05;15.75;5.4;1;0;0.02;0.50291
285;65.09972;20.11;NA;1;1;NA;NA
325;65.06667;17.16639;NA;1;1;NA;NA
594;65.06;14.79;6.4;1;0;3.88;2
420;65.09972;16.69;7.6;1;0;2.32;2
195;65.12972;20.79;NA;1;1;NA;NA
560;65.14;15.05;4.4;1;0;0.32;1.50524
400;65.17;17.82;NA;1;1;NA;NA
320;65.19;18.75;NA;1;1;NA;NA
525;65.23972;15.99;7.2;1;0;0.76;2
4;65.23972;21.63;NA;1;1;NA;NA
570;65.26;15.53;6.7;1;0;2.77;2
350;65.26;16.84;2.7;1;0;3.42;2
9;65.31972;21.49;NA;1;1;NA;NA
395;65.28;19.67;NA;1;1;NA;NA
250;65.3;20.21;NA;1;1;NA;NA
1;65.31;22.37;NA;1;1;NA;NA
570;65.33;15.07;2;1;0;0.33;0.58906
370;65.34;17.46;NA;1;1;NA;NA
220;65.34;20.9;NA;1;1;NA;NA
530;65.34972;16.11;4;1;0;0.06;0.5
5;65.36;21.39;NA;1;1;NA;NA
415;65.37;18.21;NA;1;1;NA;NA
440;65.43;18.81;NA;1;1;NA;NA
435;65.5;15.6;0.1;1;0;6.29;2
285;65.5;20.47;NA;1;1;NA;NA
453;65.51;18.95;NA;1;1;NA;NA
435;65.54;16.98;6.5;1;0;0.63;1.33295
360;65.54;17.55;NA;1;1;NA;NA
652;65.54;16.54;4.4;1;0;0;0.5
17;65.54306;22.11917;NA;1;1;NA;NA
425;65.59972;18.18;NA;1;1;NA;NA
425;65.62;16.61;5.1;1;0;0.02;0.64028
5;65.62;22.13;NA;1;1;NA;NA
360;65.65;19.83;NA;1;1;NA;NA
420;65.67;15.13;2.8;1;0;2.48;2
475;65.68;15.82;1.6;1;0;0.75;1.21187
47;65.69;20.99;NA;1;1;NA;NA
490;65.73;14.63;0;1;0;0.64;1.85448
4;65.73;23.09;NA;1;1;NA;NA
515;65.75;15.55;0.8;1;0;0.65;1.48196
520;65.75;16.2;2.6;1;0;0.56;0.87776
475;65.79667;15.10417;3.5;1;0;0.71;1.5099
25;65.81972;21.64;NA;1;1;NA;NA
350;65.81972;16.71;3.1;1;0;0;0.5
5;65.82694;24.14389;NA;1;1;NA;NA
180;65.87972;20.13;NA;1;1;NA;NA
8;65.87972;22.4;NA;1;1;NA;NA
370;65.9;19.09;NA;1;1;NA;NA
505;65.9;17.11;3.6;1;0;1.49;0.57974
20;65.92;23.43;NA;1;1;NA;NA
15;65.95;22.1;NA;1;1;NA;NA
525;65.95;15.04;0.3;1;0;0.12;0.5
420;65.97;16.23;1.9;1;0;0.34;0.91036
60;66.02;21.17;NA;1;1;NA;NA
431;66.05222;17.84306;NA;1;1;NA;NA
40;66.06972;22.75;NA;1;1;NA;NA
460;66.09972;17.17;7.4;1;0;6.72;2
320;66.19;20.25;NA;1;1;NA;NA
60;66.23;21.79;NA;1;1;NA;NA
235;66.27;22.26;NA;1;1;NA;NA
61;66.34;22.8;NA;1;1;NA;NA
170;66.3;20.42;NA;1;1;NA;NA
410;66.3;18.55;NA;1;1;NA;NA
220;66.36;21.85;NA;1;1;NA;NA
70;66.37972;23.65;NA;1;1;NA;NA
430;66.37972;17;1.6;1;0;4.13;2
261;66.39;21.62;NA;1;1;NA;NA
261;66.39;21.61;NA;1;1;NA;NA
510;66.41;17.32972;2.8;1;0;1.49;1.93364
370;66.43;19.69;NA;1;1;NA;NA
470;66.48972;16.53;2.5;1;0;1.04;0.87311
260;66.48;20.88;NA;1;1;NA;NA
230;66.51;20.26;NA;1;1;NA;NA
520;66.48972;17.25;0;1;12;NA;NA
240;66.52;21.91;NA;1;1;NA;NA
458;66.53;17.67;1.2;1;0;1.49;1.90105
500;66.58;16.35;1.8;1;0;0.2;0.76834
254;66.62972;19.64;NA;1;1;NA;NA
170;66.62;23.3;NA;1;1;NA;NA
420;66.69;18.81;NA;1;1;NA;NA
105;66.66;22.72;NA;1;1;NA;NA
377;66.73972;20.36;NA;1;1;NA;NA
350;66.76;21.05;NA;1;1;NA;NA
285;66.76;19.32;NA;1;1;NA;NA
330;66.77;21.77;NA;1;1;NA;NA
178;66.84972;23.06;NA;1;1;NA;NA
314;66.95972;17.73;2.6;1;0;0.41;0.68219
355;66.9;19.24;NA;1;1;NA;NA
300;66.92;18.54;7.3;1;0;4.58;2
355;66.92;21.56;NA;1;1;NA;NA
110;66.95972;23.83;NA;1;1;NA;NA
390;66.95972;19.82;NA;1;1;NA;NA
255;67.09;22.22;NA;1;1;NA;NA
370;67.12972;19.5;NA;1;1;NA;NA
530;67.15;18.31;1.6;1;0;2.7;2
165;67.18;22.65;NA;1;1;NA;NA
400;67.17;20.67;NA;1;1;NA;NA
168;67.20972;23.39278;NA;1;1;NA;NA
320;67.23;21.61;NA;1;1;NA;NA
460;67.26;20.28;NA;1;1;NA;NA
385;67.31;18.9;4.9;1;0;0.54;1.22584
240;67.33;22.24;NA;1;1;NA;NA
180;67.36;23.32;NA;1;1;NA;NA
390;67.42;21.12;NA;1;1;NA;NA
230;67.5;22.66;NA;1;1;NA;NA
490;67.52;20.24;3.3;1;0;-1;NA
345;67.65;21.05;NA;1;1;NA;NA
250;67.68;21.63;NA;1;1;NA;NA
310;67.73;22.83;NA;1;1;NA;NA
200;67.73;23.49;NA;1;1;NA;NA
315;67.76;22.35;NA;1;1;NA;NA
465;67.8;19.86;3.3;1;0;1.41;2
459;67.83;20.34;4.1;1;0;0.12;0.7241
335;67.89;21.07;3.3;1;0;1.49;1.92433
240;67.94;23.44;NA;1;1;NA;NA
630;68.05;21.98;NA;1;1;NA;NA
365;68.09;21.7;2;1;0;1.49;1.92433
250;68.12;23.33;1.4;1;0;2.54;2
350;68.2;22.76;NA;1;1;NA;NA
393;68.22;19.71;6.2;1;0;1.99;2
-999;68.29;17.30972;0;1;1;NA;NA
388;68.36;18.82;0.9;1;0;3.66;2
515;68.42167;18.16944;0;1;0;1.43;1.67288
330;68.44194;22.45028;2;1;0;0.28;0.57509
403;68.68;21.53;1.3;1;0;0.55;1.35157
465;68.91;20.87;1.7;1;0;1.12;2
5;60.12444;19.90667;NA;1;1;NA;NA
9;59.78417;21.37083;NA;1;1;NA;NA
8;59.95917;19.9575;NA;1;1;NA;NA
7;60.16667;21.56667;NA;1;1;NA;NA
8;60.21667;21.26667;NA;1;1;NA;NA
10;60.28306;20.05;NA;1;1;NA;NA
10;60.38306;19.91667;NA;1;1;NA;NA
7;60.4;21.96667;NA;1;1;NA;NA
13;60.45139;21.85083;NA;1;1;NA;NA
11;60.17806;19.98944;NA;1;1;NA;NA
5;59.77333;22.95167;NA;1;1;NA;NA
6;60.38667;22.55444;NA;1;1;NA;NA
11;59.93417;22.93056;NA;1;1;NA;NA
21;60.12917;22.64917;NA;1;1;NA;NA
15;60.3;22.26667;NA;1;1;NA;NA
30;60.43306;22.28306;NA;1;1;NA;NA
4;60.43306;22.18306;NA;1;1;NA;NA
31;60.13306;22.45;NA;1;1;NA;NA
84;60.4;23.76667;NA;1;1;NA;NA
3;59.84389;23.25167;NA;1;1;NA;NA
8;60.1;23.53306;NA;1;1;NA;NA
3;60.37333;23.11583;NA;1;1;NA;NA
35;60.05194;23.29389;NA;1;1;NA;NA
38;60.08306;23.71667;NA;1;1;NA;NA
69;60.32389;23.71;NA;1;1;NA;NA
96;60.49083;23.76917;NA;1;1;NA;NA
36;60.11667;23.38306;NA;1;1;NA;NA
51;60.32694;24.96028;NA;1;1;NA;NA
10;59.93083;24.01694;NA;1;1;NA;NA
5;60.1;24.91667;NA;1;1;NA;NA
47;60.2;24.91667;NA;1;1;NA;NA
37;60.24389;24.0525;NA;1;1;NA;NA
42;60.41833;24.40167;NA;1;1;NA;NA
20;60.1;24.35;NA;1;1;NA;NA
13;60.21667;24.65;NA;1;1;NA;NA
76;60.4;24.38306;NA;1;1;NA;NA
80;60.4;24.45;NA;1;1;NA;NA
64;60.41278;24.46056;NA;1;1;NA;NA
70;60.41667;24.43306;NA;1;1;NA;NA
60;60.41667;24.43306;NA;1;1;NA;NA
15;60.25306;25.04806;NA;1;1;NA;NA
49;60.36667;24.98306;NA;1;1;NA;NA
17;60.40556;25.65889;NA;1;1;NA;NA
45;60.41667;25.03306;NA;1;1;NA;NA
11;60.26389;25.6375;NA;1;1;NA;NA
24;60.39306;25.43389;NA;1;1;NA;NA
22;60.2;25.08306;NA;1;1;NA;NA
9;60.37528;26.96167;NA;1;1;NA;NA
4;60.42167;26.36917;NA;1;1;NA;NA
4;60.36667;26.4;NA;1;1;NA;NA
3;60.43306;26.36667;NA;1;1;NA;NA
14;60.48306;26.13306;NA;1;1;NA;NA
13;61.46556;21.79667;NA;1;1;NA;NA
17;61.13917;21.36806;NA;1;1;NA;NA
13;60.62944;21.85806;NA;1;1;NA;NA
7;60.55;21.36667;NA;1;1;NA;NA
6;60.80167;21.42806;NA;1;1;NA;NA
21;60.83306;21.76028;NA;1;1;NA;NA
5;60.84556;21.24306;NA;1;1;NA;NA
40;61.06667;21.91667;NA;1;1;NA;NA
18;61.11806;21.7625;NA;1;1;NA;NA
16;61.15583;21.57639;NA;1;1;NA;NA
7;61.33056;21.65667;NA;1;1;NA;NA
20;60.66667;21.83306;NA;1;1;NA;NA
4;61.23306;21.63306;NA;1;1;NA;NA
49;60.51528;22.2775;NA;1;1;NA;NA
60;61.16667;22.78306;NA;1;1;NA;NA
37;61.27056;22.25194;NA;1;1;NA;NA
70;60.56667;22.76667;NA;1;1;NA;NA
39;60.57389;22.44944;NA;1;1;NA;NA
27;60.61667;22.11667;NA;1;1;NA;NA
70;60.85;22.71667;NA;1;1;NA;NA
50;60.96667;22.1;NA;1;1;NA;NA
70;61.02306;22.70167;NA;1;1;NA;NA
57;61.1;22.16667;NA;1;1;NA;NA
46;61.11;22.3775;NA;1;1;NA;NA
40;61.23306;22.28306;NA;1;1;NA;NA
31;61.31444;22.12694;NA;1;1;NA;NA
82;60.90417;22.715;NA;1;1;NA;NA
35;61.26667;22.28306;NA;1;1;NA;NA
55;61.28306;22.7;NA;1;1;NA;NA
57;60.60167;22.64083;NA;1;1;NA;NA
53;60.87139;22.39139;NA;1;1;NA;NA
104;60.81389;23.50056;NA;1;1;NA;NA
85;61.46667;23.75;NA;1;1;NA;NA
83;60.51833;23.67833;NA;1;1;NA;NA
148;60.62889;23.92389;NA;1;1;NA;NA
87;60.63306;23.51667;NA;1;1;NA;NA
89;60.69667;23.13417;NA;1;1;NA;NA
98;60.85;23.03306;NA;1;1;NA;NA
99;61.10667;23.68;NA;1;1;NA;NA
90;61.15;23.18306;NA;1;1;NA;NA
80;61.18306;23.93306;NA;1;1;NA;NA
85;61.35;23.6;NA;1;1;NA;NA
99;61.39639;23.33944;NA;1;1;NA;NA
119;61.42056;23.62306;NA;1;1;NA;NA
86;60.59556;24.80639;NA;1;1;NA;NA
88;61.06667;24.23306;NA;1;1;NA;NA
87;61.12694;24.33583;NA;1;1;NA;NA
98;61.15;24.58306;NA;1;1;NA;NA
