sourceId;lon;lat;elev;value;prid;dqc;sct;rep
81350;11.0685;58.5763;22;13.9;4;0;1.57;1
138070;18.2555;63.1251;141;12.4;4;0;0.11;0.25
64510;14.8324;56.8464;199;14.4;4;0;1.55;0.74022
173900;23.468;66.6235;132;10.7;4;0;2.66;1
114140;14.0383;61.2542;252;14.1;4;0;0.33;0.33101
161910;21.0662;65.6702;40;10.7;4;0;0.01;0.25
106570;16.4311;60.962;162;15.7;4;0;1;0.55587
147090;17.3188;64.1661;307;9.8;4;0;1.55;0.84637
77210;17.0986;57.3672;2;17;4;0;-1;NA
66110;16.4036;56.1977;2;16.2;4;0;2.18;1
95130;15.0455;59.2289;53;15.3;4;0;3.86;1
138240;18.9797;63.4119;108;13.1;4;0;1.99;0.94413
78280;18.9871;57.4413;5;17.4;4;0;1.74;0.93296
172770;22.8472;66.263;61;10.7;4;0;1.55;0.85475
98230;18.0577;59.3421;44;16.3;4;0;2.03;1
108320;18.3766;60.5262;8;16.4;4;0;0.56;0.43156
113420;13.1865;61.6912;425;12.6;4;0;1.55;0.82402
SN10070:0;11.1723;62.5003;600;NA;5;1;NA;NA
SN10600:0;11.4534;62.6737;685;NA;5;1;NA;NA
SN1070:0;11.0322;59.0418;20;15.7;5;7;1.85;2
SN11000:0;11.8077;62.8715;865;NA;5;1;NA;NA
SN11060:0;11.3588;60.3712;322;NA;5;1;NA;NA
SN11125:0;11.1358;60.2852;180;NA;5;1;NA;NA
SN11340:0;10.643;60.4548;620;NA;5;1;NA;NA
SN1135:0;11.5408;58.99;160;NA;5;1;NA;NA
SN11440:0;11.147;60.5878;140;NA;5;1;NA;NA
SN11450:0;11.23;60.394;160;13.6;5;7;3.65;2
SN11463:0;11.2303;60.3977;150;NA;5;1;NA;NA
SN11690:0;10.6308;60.6125;410;NA;5;1;NA;NA
SN11790:0;10.3998;60.791;505;NA;5;1;NA;NA
SN120:0;12.6982;61.2177;580;NA;5;1;NA;NA
SN12030:0;11.2502;60.5545;141;NA;5;1;NA;NA
SN12050:0;11.2997;60.6215;160;NA;5;1;NA;NA
SN12180:0;11.2028;60.8028;182;13.7;5;7;0.55;1.03911
SN1230:0;11.3865;59.1223;8;NA;5;1;NA;NA
SN12580:0;10.7955;60.9153;230;NA;5;1;NA;NA
SN12600:0;10.679;60.953;161;NA;5;1;NA;NA
SN12648:0;10.4675;61.1145;210;14.6;5;5;4.69;NA
SN12666:0;10.442;61.108;130;NA;5;1;NA;NA
SN12700:0;10.5112;61.104;507;11.5;5;0;0.01;0.61453
SN12710:0;10.5143;61.1431;562;10.8;5;0;0.81;1.07263
SN12980:0;10.4548;61.1478;388;12.3;5;0;0.3;1.41899
SN13030:0;10.2588;61.2247;375;11.7;5;7;0.18;0.5
SN13110:0;10.4107;61.1697;205;NA;5;1;NA;NA
SN13125:0;10.2868;61.2865;200;NA;5;1;NA;NA
SN13390:0;10.0747;61.5298;185;NA;5;1;NA;NA
SN13640:0;9.4043;61.5145;630;NA;5;1;NA;NA
SN13750:0;8.8945;61.4183;1088;6.4;5;5;4.1;NA
SN13760:0;8.8103;61.3892;1390;NA;5;1;NA;NA
SN1380:0;11.3027;59.376;130;NA;5;1;NA;NA
SN1400:0;11.5583;59.1477;114;NA;5;1;NA;NA
SN14200:0;9.1542;61.7247;599;10.1;5;7;1.77;2
SN15050:0;8.5845;61.8412;379;NA;5;1;NA;NA
SN15262:0;8.3685;61.674;1844;-1.4;5;7;0.01;0.7933
SN15950:0;7.3928;62.0105;930;NA;5;1;NA;NA
SN1600:0;11.6843;59.2543;120;NA;5;1;NA;NA
SN16040:0;9.5413;61.7782;309;12;5;7;1.04;2
SN16265:0;9.4153;61.8783;380;NA;5;1;NA;NA
SN16400:0;9.2143;62.0172;560;9.5;5;7;1.22;2
SN1650:0;11.6599;59.3006;113;NA;5;1;NA;NA
SN16611:0;9.28625;62.1125;980;NA;5;1;NA;NA
SN16620:0;9.4752;62.1807;930;NA;5;1;NA;NA
SN16845:0;8.6903;62.147;620;NA;5;1;NA;NA
SN17050:0;10.8145;59.3188;12;16;5;0;0.42;1.39106
SN17090:0;10.897;59.3503;50;NA;5;1;NA;NA
SN17251:0;10.6842;59.4428;32;NA;5;1;NA;NA
SN17380:0;10.7543;59.398;35;15.7;5;7;0.25;0.98324
SN17400:0;10.79;59.4765;30;NA;5;1;NA;NA
SN17550:0;10.7252;59.5177;25;NA;5;1;NA;NA
SN17640:0;11.0083;59.7397;130;NA;5;1;NA;NA
SN17650:0;10.7395;59.6002;75;NA;5;1;NA;NA
SN17775:0;10.5886;59.7377;32;NA;5;1;NA;NA
SN17780:0;10.6308;59.8095;104;NA;5;1;NA;NA
SN17810:0;10.6622;59.8553;98;NA;5;1;NA;NA
SN17870:0;10.8107;59.6703;120;NA;5;1;NA;NA
SN17875:0;10.8312;59.685;91;NA;5;1;NA;NA
SN17895:0;10.76;59.794;110;NA;5;1;NA;NA
SN17980:0;10.8236;59.8427;92;NA;5;1;NA;NA
SN18020:0;10.7857;59.8783;135;NA;5;1;NA;NA
SN18160:0;10.7912;59.873;118;NA;5;1;NA;NA
SN18162:0;10.7864;59.9047;15;NA;5;1;NA;NA
SN18165:0;10.8013;59.8963;130;NA;5;1;NA;NA
SN18170:0;10.8368;59.8955;123;NA;5;1;NA;NA
SN18180:0;10.847;59.907;176;NA;5;1;NA;NA
SN18195:0;10.8212;59.9033;80;NA;5;1;NA;NA
SN18205:0;10.7902;59.9287;88;NA;5;1;NA;NA
SN18215:0;10.8315;59.9323;155;NA;5;1;NA;NA
SN18225:0;10.8293;59.9467;204;NA;5;1;NA;NA
SN18233:0;10.864;59.9451;120;NA;5;1;NA;NA
SN18235:0;10.8972;59.942;160;NA;5;1;NA;NA
SN18240:0;10.8905;59.9378;160;NA;5;1;NA;NA
SN18245:0;10.8737;59.9652;201;NA;5;1;NA;NA
SN18260:0;10.9257;59.9468;181;NA;5;1;NA;NA
SN18265:0;10.975;59.962;188;NA;5;1;NA;NA
SN18269:0;10.905;59.954;123;NA;5;1;NA;NA
SN18270:0;10.9333;59.9667;200;NA;5;1;NA;NA
SN18280:0;10.9287;59.9865;225;NA;5;1;NA;NA
SN18310:0;10.7747;59.9147;19;NA;5;1;NA;NA
SN18315:0;10.7623;59.919;37;NA;5;1;NA;NA
SN18390:0;10.7483;59.9418;74;NA;5;1;NA;NA
SN18405:0;10.7727;59.9398;110;NA;5;1;NA;NA
SN18410:0;10.798;59.941;140;NA;5;1;NA;NA
SN18420:0;10.7903;59.9463;130;NA;5;1;NA;NA
SN18440:0;10.7853;59.9605;162;NA;5;1;NA;NA
SN18450:0;10.7894;59.9719;173;NA;5;1;NA;NA
SN18645:0;10.7202;59.9142;25;NA;5;1;NA;NA
SN18690:0;10.7043;59.9112;20;NA;5;1;NA;NA
SN18701:0;10.7201;59.94227;94;15.8;5;5;4.58;NA
SN18920:0;10.7037;59.957;177;NA;5;1;NA;NA
SN18980:0;10.6343;59.9203;39;NA;5;1;NA;NA
SN19405:0;10.608;59.8909;5;NA;5;1;NA;NA
SN19430:0;10.5403;59.8923;3;NA;5;1;NA;NA
SN19455:0;10.5243;59.8892;22;NA;5;1;NA;NA
SN19458:0;10.5878;59.9248;71;NA;5;1;NA;NA
SN19490:0;10.5122;59.9058;67;NA;5;1;NA;NA
SN1950:0;11.6506;59.4829;123;NA;5;1;NA;NA
SN19510:0;10.6227;59.94046;123;NA;5;1;NA;NA
SN19525:0;10.515;59.9383;203;NA;5;1;NA;NA
SN19530:0;10.4601;59.9967;277;NA;5;1;NA;NA
SN1960:0;11.6107;59.51;208;NA;5;1;NA;NA
SN19660:0;10.3855;59.9475;250;NA;5;1;NA;NA
SN19663:0;10.3435;59.964;340;NA;5;1;NA;NA
SN19815:0;10.6038;59.6415;12;NA;5;1;NA;NA
SN19825:0;10.5813;59.5513;9;NA;5;1;NA;NA
SN19830:0;10.4922;59.548;165;NA;5;1;NA;NA
SN19923:0;10.33;59.819;250;NA;5;1;NA;NA
SN19940:0;10.2598;59.7908;39;15.3;5;7;0.06;0.5
SN20280:0;10.2662;60.1403;126;14.5;5;7;0.02;0.62849
SN20361:0;10.3113;60.2052;190;NA;5;1;NA;NA
SN20470:0;10.5295;60.2822;385;NA;5;1;NA;NA
SN20540:0;10.5592;60.3558;245;13.5;5;7;0.17;0.58101
SN21700:0;10.1453;61.0102;796;NA;5;1;NA;NA
SN22890:0;9.545;60.8643;767;NA;5;1;NA;NA
SN22990:0;9.3343;60.9532;425;NA;5;1;NA;NA
SN23300:0;9.1185;60.8175;830;NA;5;1;NA;NA
SN24230:0;9.8408;60.2225;210;NA;5;1;NA;NA
SN24240:0;9.8453;60.2588;212;NA;5;1;NA;NA
SN24350:0;10.049;60.0518;135;NA;5;1;NA;NA
SN2480:0;11.7178;59.8438;171;NA;5;1;NA;NA
SN24820:0;9.1548;60.5325;159;NA;5;1;NA;NA
SN25040:0;8.7443;60.786;570;NA;5;1;NA;NA
SN25165:0;8.1557;60.9757;1130;NA;5;1;NA;NA
SN25541:0;8.00375;60.68108;992;4.9;5;7;2.88;2
SN25580:0;8.3213;60.5825;670;NA;5;1;NA;NA
SN2560:0;11.3625;59.8388;204;NA;5;1;NA;NA
SN26060:0;9.8948;59.8387;18;NA;5;1;NA;NA
SN26350:0;9.4388;60.1357;143;13.9;5;7;0.16;0.89106
SN26500:0;9.9728;59.9202;64;NA;5;1;NA;NA
SN26580:0;10.2142;59.731;14;NA;5;1;NA;NA
SN26590:0;10.2312;59.7445;4;NA;5;1;NA;NA
SN26594:0;10.1973;59.7327;25;NA;5;1;NA;NA
SN26630:0;9.8728;59.7323;13;NA;5;1;NA;NA
SN26640:0;9.7773;59.7025;155;NA;5;1;NA;NA
SN26770:0;10.0997;59.4887;200;14.5;5;7;3.51;1.75419
SN26780:0;10.0582;59.7655;54;NA;5;1;NA;NA
SN26790:0;10.0275;59.7498;4;NA;5;1;NA;NA
SN26802:0;10.0258;59.7328;166;NA;5;1;NA;NA
SN26810:0;9.9155;59.7688;7;NA;5;1;NA;NA
SN26820:0;9.8922;59.7613;15;14.9;5;7;0.37;1.2514
SN26840:0;10.0123;59.7658;139;NA;5;1;NA;NA
SN26852:0;10.2258;59.7487;65;NA;5;1;NA;NA
SN26862:0;10.2118;59.744;15;NA;5;1;NA;NA
SN26864:0;10.195;59.7497;25;NA;5;1;NA;NA
SN26872:0;10.1705;59.7523;25;NA;5;1;NA;NA
SN26898:0;10.1382;59.7538;15;NA;5;1;NA;NA
SN26932:0;10.2168;59.721;100;NA;5;1;NA;NA
SN26934:0;10.2688;59.7112;5;NA;5;1;NA;NA
SN26950:0;10.4047;59.6027;4;15.8;5;7;1.59;1.31844
SN26996:0;10.1052;59.6473;437;11.9;5;0;2.89;2
SN27015:0;10.1458;59.7192;230;NA;5;1;NA;NA
SN27120:0;10.3847;59.4283;70;14.3;5;0;4.2;2
SN27160:0;10.4647;59.4198;95;15;5;0;0.32;0.5
SN27270:0;10.4312;59.2782;3;16.1;5;0;3.15;2
SN27315:0;10.2397;59.3808;39;14.6;5;0;1;2
SN27320:0;10.3825;59.3535;55;NA;5;1;NA;NA
SN27330:0;10.2983;59.2938;33;14.8;5;0;0.77;1.98324
SN27400:0;10.45604;59.23662;2;16.1;5;0;1.51;2
SN27403:0;10.45442;59.2084;1;15.7;5;0;0.08;0.5
SN27406:0;10.4238;59.169;2;15.6;5;0;0.22;0.5
SN27420:0;10.398;59.1208;32;15.6;5;0;1.53;2
SN27433:0;10.3655;59.1745;1;15.9;5;0;0.96;1.44134
SN27435:0;10.4023;59.2417;25;15.4;5;0;0.05;0.5
SN27460:0;10.4103;59.2173;5;15.5;5;0;0.28;0.5
SN27540:0;10.2558;59.1312;10;NA;5;1;NA;NA
SN27564:0;10.2025;59.1505;72;NA;5;1;NA;NA
SN27600:0;10.2147;59.132;6;NA;5;1;NA;NA
SN27630:0;10.2147;59.0857;4;NA;5;1;NA;NA
SN27780:0;10.125;59.0467;19;15.5;5;7;2.45;2
SN28450:0;9.4545;59.6112;390;NA;5;1;NA;NA
SN28750:0;9.3995;59.8685;183;NA;5;1;NA;NA
SN28923:0;9.1667;60.0393;227;NA;5;1;NA;NA
SN29350:0;8.7057;60.255;648;8.9;5;7;0.01;0.5
SN2970:0;12.4562;60.2525;273;NA;5;1;NA;NA
SN29700:0;8.4885;60.3738;1035;NA;5;1;NA;NA
SN2980:0;11.2753;59.1105;66;NA;5;1;NA;NA
SN30000:0;10.0272;59.053;28;NA;5;1;NA;NA
SN30020:0;10.0448;59.0768;55;NA;5;1;NA;NA
SN3005:0;11.2075;59.1778;40;NA;5;1;NA;NA
SN30247:0;9.771;59.1005;130;NA;5;1;NA;NA
SN30248:0;9.7014;59.0537;3;NA;5;1;NA;NA
SN30249:0;9.802;59.0875;5;NA;5;1;NA;NA
SN30258:0;9.6495;59.12055;5;NA;5;1;NA;NA
SN30261:0;9.6385;59.1353;10;NA;5;1;NA;NA
SN30270:0;9.6663;59.1405;4;NA;5;1;NA;NA
SN30280:0;9.5077;59.1255;10;NA;5;1;NA;NA
SN30305:0;9.6637;59.2485;280;NA;5;1;NA;NA
SN30320:0;9.5895;59.1992;13;NA;5;1;NA;NA
SN30330:0;9.5772;59.2268;41;14.5;5;7;0.49;1.11732
SN30428:0;9.5403;59.1855;20;NA;5;1;NA;NA
SN30530:0;9.2643;59.5688;34;NA;5;1;NA;NA
SN30810:0;9.0245;59.7238;191;NA;5;1;NA;NA
SN30860:0;9.058;59.8861;514;NA;5;1;NA;NA
SN30875:0;8.9863;59.8103;325;NA;5;1;NA;NA
SN31210:0;8.2667;60.1;1125;NA;5;1;NA;NA
SN31250:0;8.3755;59.9958;1093;NA;5;1;NA;NA
SN31410:0;8.6663;59.88;258;NA;5;1;NA;NA
SN31500:0;8.3477;59.8247;875;NA;5;1;NA;NA
SN31520:0;8.315;59.8358;949;NA;5;1;NA;NA
SN31550:0;8.323;59.8285;895;NA;5;1;NA;NA
SN31560:0;8.258;59.7978;959;NA;5;1;NA;NA
SN31680:0;7.4247;60.0825;1160;NA;5;1;NA;NA
SN31700:0;8.9267;59.8703;200;NA;5;1;NA;NA
SN31855:0;8.585;59.5873;335;NA;5;1;NA;NA
SN3200:0;11.1338;59.3072;31;NA;5;1;NA;NA
SN32061:0;9.2118;59.3822;94;14;5;7;0.28;1.06704
SN32220:0;8.9837;59.5022;1102;4.9;5;0;4.21;2
SN32240:0;9.0287;59.4175;105;14;5;7;2.12;2
SN32290:0;8.6443;59.4895;125;NA;5;1;NA;NA
SN32540:0;9.2802;59.2728;50;NA;5;1;NA;NA
SN3280:0;11.3937;59.4617;144;NA;5;1;NA;NA
SN3290:0;11.3905;59.3882;100;14.2;5;7;0;0.5
SN33555:0;7.8332;59.6203;490;NA;5;1;NA;NA
SN3370:0;11.0422;59.3193;45;15.1;5;7;2.2;1.27374
SN33990:0;7.0873;59.8498;990;NA;5;1;NA;NA
SN34095:0;9.6068;58.9817;50;NA;5;1;NA;NA
SN34100:0;9.5368;58.9732;70;NA;5;1;NA;NA
SN34370:0;9.3323;58.9397;60;NA;5;1;NA;NA
SN3480:0;11.4535;59.546;158;NA;5;1;NA;NA
SN34800:0;8.7742;59.1482;235;NA;5;1;NA;NA
SN35110:0;9.1197;58.851;85;NA;5;1;NA;NA
SN35340:0;9.2103;58.7182;36;NA;5;1;NA;NA
SN36110:0;8.7228;58.4613;50;NA;5;1;NA;NA
SN36330:0;8.7028;58.5158;134;12.9;5;7;0.52;1.83799
SN36490:0;8.717;58.5967;63;NA;5;1;NA;NA
SN37070:0;8.562;58.9032;160;NA;5;1;NA;NA
SN37150:0;8.6537;59.0523;570;9.9;5;7;0.36;1.05028
SN3720:0;11.0967;59.5873;90;NA;5;1;NA;NA
SN3730:0;11.095;59.5923;97;NA;5;1;NA;NA
SN37580:0;7.71;59.3445;816;NA;5;1;NA;NA
SN37600:0;8.0895;59.2842;326;NA;5;1;NA;NA
SN3810:0;11.166;59.5872;141;NA;5;1;NA;NA
SN38150:0;8.462;58.2968;70;NA;5;1;NA;NA
SN38250:0;8.1865;58.1995;35;NA;5;1;NA;NA
SN38735:0;8.4042;58.6042;186;NA;5;1;NA;NA
SN39010:0;8.0947;58.1302;77;NA;5;1;NA;NA
SN39030:0;8.0915;58.1813;83;NA;5;1;NA;NA
SN39150:0;8.0527;58.1505;12;NA;5;1;NA;NA
SN39160:0;8.019;58.1717;124;NA;5;1;NA;NA
SN39165:0;7.9993;58.1555;9;NA;5;1;NA;NA
SN39200:0;7.9968;58.1457;25;NA;5;1;NA;NA
SN3990:0;11.2923;59.7582;179;NA;5;1;NA;NA
SN40005:0;7.548;59.0283;235;NA;5;1;NA;NA
SN4090:0;10.9425;59.914;227;NA;5;1;NA;NA
SN40905:0;7.4553;59.6407;915;NA;5;1;NA;NA
SN41005:0;7.6202;58.086;80;NA;5;1;NA;NA
SN4110:0;10.9762;59.946;231;NA;5;1;NA;NA
SN41825:0;7.0452;58.134;6;12.1;5;7;2.27;2
SN41990:0;6.9238;58.2205;220;NA;5;1;NA;NA
SN4260:0;10.9777;59.9775;143;14.1;5;7;5.33;2
SN42810:0;6.709;58.6642;55;NA;5;1;NA;NA
SN43090:0;6.3582;58.325;136;NA;5;1;NA;NA
SN43220:0;6.1937;58.3798;205;NA;5;1;NA;NA
SN43360:0;6.003;58.4527;4;NA;5;1;NA;NA
SN43520:0;6.4867;58.6265;385;NA;5;1;NA;NA
SN43530:0;6.0762;58.5603;120;NA;5;1;NA;NA
SN43810:0;6.3675;58.7645;311;NA;5;1;NA;NA
SN43895:0;5.6815;58.5505;10;NA;5;1;NA;NA
SN44190:0;5.7402;58.736;135;10.9;5;7;2.02;2
SN44485:0;5.9877;58.6833;230;NA;5;1;NA;NA
SN44520:0;6.0135;58.755;288;NA;5;1;NA;NA
SN44545:0;5.6468;58.858;30;NA;5;1;NA;NA
SN44563:0;5.6147;58.9622;20;NA;5;1;NA;NA
SN44567:0;5.6545;58.9908;35;NA;5;1;NA;NA
SN44605:0;5.68;59.1222;30;NA;5;1;NA;NA
SN44710:0;5.7183;58.8842;15;NA;5;1;NA;NA
SN44730:0;5.7592;58.8662;19;11;5;0;4.87;2
SN44760:0;5.9672;58.9055;2;NA;5;1;NA;NA
SN44780:0;5.9622;58.8642;170;NA;5;1;NA;NA
SN44900:0;6.0553;58.8286;44;NA;5;1;NA;NA
SN44970:0;6.243;58.8077;65;NA;5;1;NA;NA
SN44985:0;6.6665;58.8933;660;NA;5;1;NA;NA
SN45350:0;6.6467;59.0552;5;11.1;5;7;2.52;2
SN4543:0;10.7217;60.157;235;NA;5;1;NA;NA
SN45460:0;6.049;59.0147;10;NA;5;1;NA;NA
SN45675:0;6.1737;59.1497;5;NA;5;1;NA;NA
SN45770:0;6.1498;59.23;43;10.8;5;7;1.01;2
SN4590:0;10.7475;60.2755;415;NA;5;1;NA;NA
SN46090:0;6.2927;59.2942;30;NA;5;1;NA;NA
SN46425:0;6.7383;59.8228;789;NA;5;1;NA;NA
SN47055:0;5.489;59.2955;40;NA;5;1;NA;NA
SN47060:0;5.4485;59.418;30;NA;5;1;NA;NA
SN47220:0;5.1837;59.1895;35;NA;5;1;NA;NA
SN47240:0;5.2572;59.2683;19;NA;5;1;NA;NA
SN4725:0;11.1165;60.1677;203;NA;5;1;NA;NA
SN47270:0;5.318;59.3187;8;NA;5;1;NA;NA
SN47445:0;5.4848;59.625;50;NA;5;1;NA;NA
SN47480:0;5.7025;59.5698;50;NA;5;1;NA;NA
SN47600:0;6.0657;59.6642;83;NA;5;1;NA;NA
SN47610:0;6.0873;59.6357;568;NA;5;1;NA;NA
SN4785:0;11.0782;60.2105;203;NA;5;1;NA;NA
SN47890:0;6.0167;59.8547;38;NA;5;1;NA;NA
SN48061:0;5.1872;59.7973;13;NA;5;1;NA;NA
SN48069:0;5.3795;59.7372;20;NA;5;1;NA;NA
SN48070:0;5.4025;59.7465;20;NA;5;1;NA;NA
SN4825:0;11.3015;59.942;145;NA;5;1;NA;NA
SN48450:0;5.7698;59.8643;13;NA;5;1;NA;NA
SN4920:0;11.3933;60.1268;160;13.9;5;7;0.45;1.12849
SN49240:0;6.5832;59.9487;205;NA;5;1;NA;NA
SN4950:0;11.494;60.1468;145;NA;5;1;NA;NA
SN4960:0;11.4792;60.2688;130;NA;5;1;NA;NA
SN49860:0;7.4945;60.3693;1243;NA;5;1;NA;NA
SN49865:0;7.6148;60.3993;1180;NA;5;1;NA;NA
SN49955:0;6.9147;60.5157;9;NA;5;1;NA;NA
SN50040:0;6.4865;60.4437;93;NA;5;1;NA;NA
SN50110:0;6.2182;60.3363;13;10.4;5;0;2.93;2
SN50245:0;5.6942;60.3643;39;NA;5;1;NA;NA
SN50311:0;5.9668;60.3877;448;NA;5;1;NA;NA
SN50351:0;5.8938;60.464;367;NA;5;1;NA;NA
SN50360:0;5.6502;60.3982;250;NA;5;1;NA;NA
SN50450:0;5.3305;60.2728;54;NA;5;1;NA;NA
SN50480:0;5.2776;60.2913;45;NA;5;1;NA;NA
SN50503:0;5.3967;60.35;215;8.6;5;0;2.02;2
SN50505:0;5.3713;60.3452;230;NA;5;1;NA;NA
SN50507:0;5.2992;60.331;90;NA;5;1;NA;NA
SN50514:0;5.077;60.3183;72;NA;5;1;NA;NA
SN50525:0;5.1555;60.372;30;NA;5;1;NA;NA
SN50526:0;5.1738;60.3725;50;NA;5;1;NA;NA
SN50527:0;5.2655;60.3685;98;NA;5;1;NA;NA
SN50539:0;5.332;60.3837;46;10.5;5;0;0.87;0.68436
SN50570:0;5.3358;60.404;175;9.1;5;0;1.23;2
SN50810:0;5.3418;60.4742;90;10.2;5;0;0.39;0.5
SN50815:0;5.348;60.4768;92;NA;5;1;NA;NA
SN50830:0;5.461;60.4213;20;NA;5;1;NA;NA
SN50865:0;5.542;60.3828;345;7.6;5;0;1.48;2
SN51460:0;6.2049;60.6377;45;NA;5;1;NA;NA
SN51597:0;6.5332;60.6147;237;NA;5;1;NA;NA
SN51610:0;6.4355;60.6438;81;NA;5;1;NA;NA
SN51940:0;6.4997;60.7855;215;NA;5;1;NA;NA
SN52360:0;5.6238;60.7915;325;NA;5;1;NA;NA
SN52390:0;5.4722;60.626;100;NA;5;1;NA;NA
SN52415:0;5.2288;60.7018;50;NA;5;1;NA;NA
SN52452:0;5.267;60.5225;20;NA;5;1;NA;NA
SN52458:0;5.1805;60.4413;17;NA;5;1;NA;NA
SN52555:0;5.0218;60.7928;25;NA;5;1;NA;NA
SN52940:0;5.4988;60.941;220;NA;5;1;NA;NA
SN52970:0;5.9063;61.0657;4;NA;5;1;NA;NA
SN53010:0;6.5055;60.9692;910;NA;5;1;NA;NA
SN53230:0;7.0557;60.8935;490;NA;5;1;NA;NA
SN53280:0;7.1048;60.861;15;NA;5;1;NA;NA
SN5330:0;11.5898;60.3582;135;NA;5;1;NA;NA
SN53990:0;7.5748;60.7418;1160;NA;5;1;NA;NA
SN54320:0;7.818;61.0583;407;NA;5;1;NA;NA
SN54330:0;7.8478;61.0795;410;NA;5;1;NA;NA
SN54420:0;8.0912;61.0067;1124;NA;5;1;NA;NA
SN54590:0;8.0172;61.1022;742;NA;5;1;NA;NA
SN54645:0;8.0413;61.1677;934;NA;5;1;NA;NA
SN54731:0;8.1527;61.1783;1010;NA;5;1;NA;NA
SN54740:0;7.6218;61.1883;35;NA;5;1;NA;NA
SN54770:0;7.766;61.2722;50;NA;5;1;NA;NA
SN54780:0;7.8183;61.3115;28;NA;5;1;NA;NA
SN54815:0;8.1385;61.2747;1080;NA;5;1;NA;NA
SN5495:0;12.063;60.102;185;NA;5;1;NA;NA
SN55520:0;7.2623;61.345;249;NA;5;1;NA;NA
SN55705:0;7.2098;61.2017;170;NA;5;1;NA;NA
SN55735:0;6.8745;61.3473;521;NA;5;1;NA;NA
SN55770:0;6.8608;61.1792;45;9.9;5;5;4.97;NA
SN55928:0;6.5285;61.2028;15;10.8;5;7;2.87;2
SN55930:0;6.5315;61.2038;14;NA;5;1;NA;NA
SN55970:0;6.2087;61.1645;20;NA;5;1;NA;NA
SN56010:0;6.0647;61.2178;5;NA;5;1;NA;NA
SN56250:0;5.827;61.2922;140;NA;5;1;NA;NA
SN5660:0;12.0913;60.2537;170;14;5;7;3.84;1.31285
SN5680:0;12.0435;60.3718;170;NA;5;1;NA;NA
SN56895:0;6.3215;61.3457;451;NA;5;1;NA;NA
SN57030:0;5.1728;61.3592;62;NA;5;1;NA;NA
SN57365:0;6.1298;61.5027;210;NA;5;1;NA;NA
SN57380:0;6.657;61.5158;346;NA;5;1;NA;NA
SN57630:0;5.6658;61.5647;190;NA;5;1;NA;NA
SN57789:0;5.1948;61.6673;422;NA;5;1;NA;NA
SN57810:0;5.2983;61.7707;16;10;5;7;0.3;0.61732
SN58030:0;5.9467;61.7503;7;NA;5;1;NA;NA
SN58060:0;6.3913;61.7392;82;NA;5;1;NA;NA
SN58165:0;6.5288;61.6093;224;NA;5;1;NA;NA
SN58350:0;6.5043;61.7668;635;NA;5;1;NA;NA
SN58670:0;7.0588;61.9078;32;NA;5;1;NA;NA
SN58705:0;7.3288;61.9878;1400;NA;5;1;NA;NA
SN58770:0;6.026;61.9032;71;NA;5;1;NA;NA
SN58910:0;6.5835;61.912;220;NA;5;1;NA;NA
SN58990:0;5.395;61.9347;23;NA;5;1;NA;NA
SN59586:0;5.9143;62.3468;130;NA;5;1;NA;NA
SN59860:0;5.9918;62.27;20;NA;5;1;NA;NA
SN60225:0;6.7928;62.2915;504;NA;5;1;NA;NA
SN60240:0;6.9933;62.191;900;2.7;5;7;2.6;2
SN60247:0;6.7288;62.028;391;NA;5;1;NA;NA
SN60310:0;7.1848;62.1362;620;NA;5;1;NA;NA
SN60640:0;7.2525;62.297;2;11.7;5;7;0.48;1.44693
SN60650:0;7.2172;62.2882;34;11.2;5;7;0.29;1.01676
SN60670:0;7.0663;62.3285;318;NA;5;1;NA;NA
SN60835:0;6.6457;62.4827;20;NA;5;1;NA;NA
SN60850:0;6.4325;62.4317;1;9.7;5;7;0.06;0.51117
SN60890:0;6.4013;62.4654;33;9.9;5;7;0.29;0.73464
SN60947:0;6.1945;62.4703;10;NA;5;1;NA;NA
SN60980:0;6.0762;62.5082;17;NA;5;1;NA;NA
SN61065:0;7.1135;62.6112;20;NA;5;1;NA;NA
SN61070:0;6.949;62.5325;305;NA;5;1;NA;NA
SN61340:0;7.672;62.5643;4;NA;5;1;NA;NA
SN61408:0;7.7612;62.4888;55;NA;5;1;NA;NA
SN6170:0;11.9425;60.624;189;NA;5;1;NA;NA
SN61790:0;7.783;62.571;27;NA;5;1;NA;NA
SN61810:0;8.0425;62.6578;500;NA;5;1;NA;NA
SN61820:0;8.105;62.663;14;NA;5;1;NA;NA
SN62200:0;7.6048;62.8275;210;NA;5;1;NA;NA
SN62240:0;7.3702;62.7603;15;NA;5;1;NA;NA
SN62290:0;7.2275;62.7413;5;NA;5;1;NA;NA
SN62950:0;7.7793;62.9712;43;NA;5;1;NA;NA
SN63000:0;8.166;62.7997;37;NA;5;1;NA;NA
SN63595:0;9.2136;62.5818;212;NA;5;1;NA;NA
SN63725:0;9.7215;62.6007;555;NA;5;1;NA;NA
SN63820:0;9.5827;62.4473;680;9.7;5;7;3.98;1.21788
SN63940:0;9.5877;62.2767;940;NA;5;1;NA;NA
SN64242:0;7.7978;63.0857;40;NA;5;1;NA;NA
SN64300:0;7.7027;63.1257;39;9.8;5;7;1.8;1.8324
SN64320:0;7.7303;63.1258;4;NA;5;1;NA;NA
SN64510:0;8.1862;62.9133;23;10.3;5;7;2.2;1.89385
SN64590:0;9.4367;63.097;295;NA;5;1;NA;NA
