souid;lat;lon;value;elev;prid;dqc;sct;rep
3528;59.87368;10.25261;0.1;0;2;0;0.06;NA
3529;58.47374;8.44511;0.1;0;2;1;NA;NA
3530;62.15877;10.2011;0;0;2;1;NA;NA
3535;63.09487;7.88404;0;0;2;1;NA;NA
3538;62.65627;8.63703;0;0;2;1;NA;NA
3540;59.15691;10.21891;0.1;0;2;0;1.04;NA
3542;58.24654;8.04485;0;0;2;1;NA;NA
3554;61.08108;11.34904;0;0;2;1;NA;NA
3557;66.20854;13.05571;0;0;2;1;NA;NA
3566;58.50207;8.86609;0.1;0;2;1;NA;NA
3569;63.81317;9.70951;0;0;2;1;NA;NA
3581;58.77158;5.87935;0;0;2;1;NA;NA
3585;59.2;9.6;0.2;0;2;0;1.34;NA
3588;59.04994;10.08558;0.1;0;2;0;0.32;NA
3600;59.56345;10.26662;0.3;0;2;0;0.11;NA
3601;60.71889;10.59565;0.2;0;2;1;NA;NA
3602;63.53488;10.82178;0;0;2;1;NA;NA
3604;59.08487;5.99875;0;0;2;1;NA;NA
3606;60.52802;5.14452;0;0;2;1;NA;NA
3618;60.46122;5.3431;0;0;2;1;NA;NA
3620;62.74949;7.2197;0;0;2;1;NA;NA
3622;59.85899;10.78959;0;0;2;0;2.04;NA
3633;62.2807;5.81788;0;0;2;1;NA;NA
3642;59.80407;10.26666;0.1;0;2;0;0.03;NA
3645;58.85743;5.7433;0;0;2;1;NA;NA
3649;58.66593;6.71779;0.2;0;2;1;NA;NA
3651;61.72192;10.82451;0;0;2;1;NA;NA
3661;58.82016;9.38443;0.2;0;2;0;1.87;NA
3664;59.27308;11.05799;0.1;0;2;0;0.21;NA
3673;58.82058;5.71263;0;0;2;1;NA;NA
3686;63.70517;11.19999;0;0;2;1;NA;NA
3688;62.59841;9.67862;0;0;2;1;NA;NA
3691;63.77175;9.68775;0;0;2;1;NA;NA
3693;58.77795;5.676;0;0;2;1;NA;NA
3697;58.99413;5.73244;0.1;0;2;1;NA;NA
3699;59.71857;10.16368;0.3;0;2;0;0;NA
3700;63.71283;11.33883;0;0;2;1;NA;NA
3703;62.33516;7.3597;0;0;2;1;NA;NA
3706;59.25589;11.19229;0.1;0;2;0;0.03;NA
3714;61.11661;5.29115;0;0;2;1;NA;NA
3715;59.00597;9.73752;0.2;0;2;0;0.01;NA
3717;51.04608;13.65557;0;0;2;1;NA;NA
3719;60.10289;11.02048;0.2;0;2;0;0.01;NA
3725;59.40131;10.4801;0.3;0;2;0;0.13;NA
3729;59.92046;10.65791;0.2;0;2;0;0.36;NA
3730;59.27289;10.45779;0.2;0;2;0;0.05;NA
3733;60.31294;5.28233;0;0;2;1;NA;NA
3736;63.41231;10.4491;0;0;2;1;NA;NA
3758;58.94501;6.10234;0;0;2;1;NA;NA
3759;58.28916;6.67206;0;0;2;1;NA;NA
3765;62.42712;6.40101;0;0;2;1;NA;NA
3766;58.82686;5.75198;0;0;2;1;NA;NA
3768;63.76239;11.35779;0;0;2;1;NA;NA
3776;58.98534;5.61042;0;0;2;1;NA;NA
3781;58.28742;6.67266;0;0;2;1;NA;NA
3786;58.32835;7.0096;0;0;2;1;NA;NA
3787;62.58182;7.94685;0;0;2;1;NA;NA
3789;59.71227;11.05188;0.2;0;2;0;1.78;NA
3795;62.37518;6.58451;0;0;2;1;NA;NA
3799;59.75615;9.82901;0.7;0;2;0;0.11;NA
3800;62.79767;8.49388;0;0;2;1;NA;NA
3801;59.21603;10.89612;0.2;0;2;0;0.47;NA
3808;62.76602;8.32882;0;0;2;1;NA;NA
3812;59.13873;10.27593;0.2;0;2;0;0.28;NA
3813;59.26058;10.45523;0.2;0;2;0;0.02;NA
3816;58.14986;7.92774;0;0;2;1;NA;NA
3818;58.42335;6.01118;0;0;2;1;NA;NA
3819;58.25888;8.3996;0.1;0;2;1;NA;NA
3821;59.96393;10.00746;0.4;0;2;0;0.12;NA
3830;59.35494;5.27859;0;0;2;1;NA;NA
3840;58.4523;5.96901;0.3;0;2;1;NA;NA
3842;60.01145;10.93056;0.1;0;2;0;0.02;NA
3843;59.9027;10.77777;0;0;2;0;3.22;NA
3845;60.53644;9.03823;0.5;0;2;1;NA;NA
3852;58.38524;7.74729;0;0;2;1;NA;NA
3853;59.4163;5.4045;0;0;2;1;NA;NA
3854;58.63818;6.09658;0;0;2;1;NA;NA
3858;59.71632;8.15048;0.6;0;2;1;NA;NA
3861;59.54999;11.19955;0.2;0;2;0;0.66;NA
3866;59.92019;10.73801;0.2;0;2;0;0.7;NA
3867;59.11621;10.39137;0;0;2;0;3.47;NA
3868;62.37825;6.03277;0;0;2;1;NA;NA
3869;59.90003;10.77802;0.1;0;2;0;0.2;NA
3872;58.71255;9.20155;0.1;0;2;1;NA;NA
3873;60.34524;5.39252;0;0;2;1;NA;NA
3877;63.78885;11.66384;0;0;2;1;NA;NA
3887;63.74647;11.31489;0;0;2;1;NA;NA
3888;68.75331;17.78597;0;0;2;1;NA;NA
3889;58.99752;5.6824;0.1;0;2;1;NA;NA
3896;58.70341;6.82335;0.3;0;2;1;NA;NA
3899;59.93589;10.96692;0.1;0;2;0;1.33;NA
3900;59.39295;11.46874;0.2;0;2;0;0.85;NA
3911;62.90581;8.19867;0;0;2;1;NA;NA
3924;59.50337;6.39923;0;0;2;1;NA;NA
3928;61.1;7.4737;0;0;2;1;NA;NA
3933;60.63144;8.12788;0.6;0;2;1;NA;NA
3936;62.25109;5.78356;0;0;2;1;NA;NA
3942;62.34691;5.86314;0;0;2;1;NA;NA
3948;59.8789;10.78644;0.1;0;2;0;0.45;NA
3949;61.76712;4.87849;0;0;2;1;NA;NA
3953;60.3258;5.2833;0;0;2;1;NA;NA
3954;58.72666;5.66435;0;0;2;1;NA;NA
3957;60.24693;5.25842;0;0;2;1;NA;NA
3963;59.13775;5.90401;0;0;2;1;NA;NA
3968;58.77161;5.67519;0;0;2;1;NA;NA
3973;58.70146;5.78753;0;0;2;1;NA;NA
3977;59.72564;9.01934;0.3;0;2;7;3.87;NA
3983;69.29777;18.26401;0;0;2;1;NA;NA
3990;59.85287;10.81723;0.1;0;2;0;0.88;NA
3991;59.58827;11.14325;0.3;0;2;0;0.14;NA
3993;59.70679;10.84536;0.1;0;2;0;0.03;NA
3995;59.24736;10.93178;0.2;0;2;0;0.17;NA
3998;59.74245;10.5987;0;0;2;5;4.07;NA
4002;59.68223;9.6532;0.6;0;2;0;0.49;NA
4003;66.22317;13.61504;0;0;2;1;NA;NA
4005;59.10078;9.68455;0.6;0;2;0;2.35;NA
4006;62.9175;7.42618;0;0;2;1;NA;NA
4014;60.65502;10.63829;0.1;0;2;1;NA;NA
4015;61.91109;6.72653;0;0;2;1;NA;NA
4020;61.96522;11.53862;0;0;2;1;NA;NA
4027;62.32301;5.62806;0;0;2;1;NA;NA
4035;61.89229;11.24975;0;0;2;1;NA;NA
4046;58.86003;5.73936;0;0;2;1;NA;NA
4047;59.80082;10.80306;0;0;2;0;1.97;NA
4051;60.72523;10.61707;0.1;0;2;1;NA;NA
4054;58.43437;8.74153;0;0;2;1;NA;NA
4055;59.24731;10.99727;0.1;0;2;0;0.3;NA
4060;60.76936;11.13719;0;0;2;1;NA;NA
4062;59.29405;11.09319;0.1;0;2;0;0.1;NA
4076;67.28697;14.59817;0;0;2;1;NA;NA
4079;58.26374;8.37362;0.1;0;2;1;NA;NA
4080;61.90116;6.69621;0;0;2;1;NA;NA
4094;63.43714;10.60009;0;0;2;1;NA;NA
4110;59.07883;9.67497;0.7;0;2;5;4.05;NA
4117;59.6633;10.6297;0.1;0;2;0;0.04;NA
4124;59.757;10.03146;0.2;0;2;0;1.15;NA
4135;67.27646;14.3672;0;0;2;1;NA;NA
4150;62.73457;8.53125;0;0;2;1;NA;NA
4153;60.20735;5.07316;0.3;0;2;1;NA;NA
4157;61.93815;5.11643;0;0;2;1;NA;NA
4163;60.46992;5.07552;0;0;2;1;NA;NA
4165;60.39269;5.22092;0;0;2;1;NA;NA
4166;59.95;10.75;1;0;2;13;NA;NA
4167;61.4487;5.82922;0;0;2;1;NA;NA
4173;59.81608;10.78853;0;0;2;0;1.97;NA
4181;63.04917;7.58452;0;0;2;1;NA;NA
4188;59.12853;11.18182;0;0;2;5;4.17;NA
4196;58.59511;6.17534;0;0;2;1;NA;NA
4209;60.3911;5.3247;0;0;2;1;NA;NA
4210;59.9831;11.03363;0.1;0;2;0;1.03;NA
4214;62.40351;6.60102;0;0;2;1;NA;NA
4215;61.02836;9.82556;0.1;0;2;1;NA;NA
4217;58.59554;6.18578;0;0;2;1;NA;NA
4226;63.78971;11.5588;0;0;2;1;NA;NA
4227;60.84409;10.16656;0;0;2;1;NA;NA
4229;61.51133;5.72783;0;0;2;1;NA;NA
4230;59.22938;10.91875;0.1;0;2;0;0.19;NA
4232;60.30259;5.27131;0;0;2;1;NA;NA
4236;59.22384;10.89962;0.1;0;2;0;0.1;NA
4240;62.74358;7.19135;0;0;2;1;NA;NA
4248;60.20296;5.48794;0;0;2;1;NA;NA
4263;58.09237;7.0342;0;0;2;1;NA;NA
4268;60.34192;5.28206;0;0;2;1;NA;NA
4270;59.79766;5.68469;0;0;2;1;NA;NA
4276;59.67352;10.81032;0.1;0;2;0;0.01;NA
4279;63.11116;7.74943;0;0;2;1;NA;NA
4286;59.35386;10.46039;0.3;0;2;0;0;NA
4294;59.67452;5.93272;0;0;2;1;NA;NA
4301;58.82236;5.75976;0;0;2;1;NA;NA
4302;60.45906;6.75397;0;0;2;1;NA;NA
4308;62.29725;5.7951;0;0;2;1;NA;NA
4315;58.97847;9.66366;0.5;0;2;0;2.27;NA
4318;60.38674;5.35048;0;0;2;1;NA;NA
4319;59.96449;10.7436;0.2;0;2;0;0.08;NA
4323;59.42317;10.38453;0.2;0;2;0;0.78;NA
4325;58.24501;8.37393;0;0;2;1;NA;NA
4327;62.35077;5.75748;0;0;2;1;NA;NA
4329;59.13774;9.59784;0.2;0;2;0;0.8;NA
4332;67.99089;15.63342;0;0;2;1;NA;NA
4333;58.16319;8.03399;0.1;0;2;1;NA;NA
4337;60.35699;5.07739;0;0;2;1;NA;NA
4340;58.94995;5.68553;0;0;2;1;NA;NA
4342;60.1036;5.21615;0.2;0;2;1;NA;NA
4347;58.123;8.09425;0;0;2;1;NA;NA
4359;59.67328;10.7053;0.1;0;2;0;0.03;NA
4364;60.46585;5.31632;0;0;2;1;NA;NA
4367;59.14703;9.66392;0.2;0;2;0;0.95;NA
4372;59.41715;10.65868;0.1;0;2;0;0.62;NA
4377;59.66086;10.65146;0.3;0;2;4;NA;NA
4382;59.2085;10.07872;0.5;0;2;0;0.12;NA
4385;59.54031;10.74417;0.2;0;2;0;0.07;NA
4387;63.79437;11.46934;0;0;2;1;NA;NA
4388;59.53003;5.87081;0;0;2;1;NA;NA
4398;58.46008;8.74622;0;0;2;1;NA;NA
4401;58.91001;5.73131;0;0;2;1;NA;NA
4403;60.15422;10.25156;0.5;0;2;0;0.24;NA
4406;63.43068;10.34664;0;0;2;1;NA;NA
4411;59.02708;6.04608;0;0;2;1;NA;NA
4412;58.94863;5.73055;0.1;0;2;1;NA;NA
4413;68.83452;17.07016;0;0;2;1;NA;NA
4421;58.93544;5.7199;0;0;2;1;NA;NA
4423;60.86856;8.54213;0.7;0;2;1;NA;NA
4424;58.24193;6.64048;0;0;2;1;NA;NA
4427;62.74294;7.2268;0;0;2;1;NA;NA
4429;58.40134;8.70233;0;0;2;1;NA;NA
4433;59.13813;11.04016;0;0;2;5;5.15;NA
4434;58.8579;9.57701;0;0;2;5;10.19;NA
4437;63.77228;11.4825;0;0;2;1;NA;NA
4438;59.22665;11.01371;0.1;0;2;0;0.12;NA
4439;59.68709;10.70307;0.1;0;2;0;0.01;NA
4447;60.35044;5.37814;0;0;2;1;NA;NA
4458;60.4705;11.0285;0.1;0;2;7;2.76;NA
4459;63.74913;10.08777;0;0;2;1;NA;NA
4462;58.956;5.6306;0;0;2;1;NA;NA
4466;60.30143;5.3399;0;0;2;1;NA;NA
4469;59.64535;6.79907;0;0;2;1;NA;NA
4470;59.95475;10.85411;0.1;0;2;0;0.01;NA
4471;58.77475;5.87994;0.1;0;2;1;NA;NA
4476;60.84989;11.2019;0;0;2;1;NA;NA
4483;58.06804;6.96014;0;0;2;1;NA;NA
4485;66.37162;12.36001;0;0;2;1;NA;NA
4487;60.3468;5.38191;0;0;2;1;NA;NA
4492;60.24047;5.82973;0;0;2;1;NA;NA
4493;58.94712;5.57248;0;0;2;1;NA;NA
4495;60.34518;6.37508;0;0;2;1;NA;NA
4496;59.47892;10.86585;0.3;0;2;0;0.26;NA
4498;59.94435;10.64434;0.3;0;2;0;0.57;NA
4500;59.9264;10.87759;0;0;2;0;2.17;NA
4503;59.96534;11.00778;0.1;0;2;0;1.17;NA
4508;60.31518;5.28667;0;0;2;1;NA;NA
4514;62.38;6.56981;0;0;2;1;NA;NA
4522;58.9189;6.8984;0.1;0;2;1;NA;NA
4526;61.45365;5.89938;0;0;2;1;NA;NA
4532;59.76343;10.81157;0.1;0;2;0;0.41;NA
4534;58.14379;7.97888;0;0;2;1;NA;NA
4535;60.393;5.3242;0.1;0;2;1;NA;NA
4537;60.43903;6.77841;0;0;2;1;NA;NA
4539;66.58736;12.23604;0;0;2;1;NA;NA
4542;60.36478;5.9773;0;0;2;1;NA;NA
4546;60.24992;11.33959;0.1;0;2;0;1.06;NA
4547;65.47087;12.14601;0;0;2;1;NA;NA
4551;59.0101;5.65559;0.1;0;2;1;NA;NA
4558;58.94822;5.73029;0;0;2;1;NA;NA
4563;59.84466;10.81207;0.1;0;2;0;0.87;NA
4567;59.90858;10.80148;0;0;2;0;2.94;NA
4570;59.87288;11.56108;0.1;0;2;0;0.49;NA
4579;58.6523;7.93697;0.2;0;2;1;NA;NA
4581;58.9784;5.71861;0.1;0;2;1;NA;NA
4584;62.53538;7.69644;0;0;2;1;NA;NA
4587;59.84655;5.76715;0;0;2;1;NA;NA
4591;58.73139;5.63251;0;0;2;1;NA;NA
4593;59.17591;10.93407;0.1;0;2;0;0;NA
4595;59.93883;10.99547;0;0;2;0;0.94;NA
4602;59.38504;5.29855;0;0;2;1;NA;NA
4604;59.07543;10.04594;0.3;0;2;0;0.62;NA
4611;59.94674;5.98327;0;0;2;1;NA;NA
4612;59.12428;11.415;0.4;0;2;0;1.83;NA
4613;63.01628;7.39825;0;0;2;1;NA;NA
4621;59.07284;10.04655;0.2;0;2;0;0.01;NA
4627;58.16778;8.02039;0.1;0;2;1;NA;NA
4630;60.25377;12.05903;0.2;0;2;7;0.91;NA
4635;60.35371;5.372;0;0;2;1;NA;NA
4651;62.77466;8.05338;0;0;2;1;NA;NA
4659;59.64319;5.88166;0;0;2;1;NA;NA
4664;59.92901;10.63006;0.3;0;2;0;1.03;NA
4665;60.9348;5.13475;0;0;2;1;NA;NA
4670;59.98546;8.72722;0.6;0;2;1;NA;NA
4673;61.48914;6.06902;0;0;2;1;NA;NA
4676;68.01658;15.327;0;0;2;1;NA;NA
4677;59.0836;10.26138;0.2;0;2;0;0.94;NA
4678;58.297;6.6607;0;0;2;1;NA;NA
4682;58.94503;9.13815;0.3;0;2;0;1.65;NA
4685;62.32776;5.9693;0;0;2;1;NA;NA
4689;61.09933;7.48319;0;0;2;1;NA;NA
4690;62.18076;6.19118;0;0;2;1;NA;NA
4697;60.3492;5.38733;0;0;2;1;NA;NA
4707;61.05752;7.81602;0;0;2;1;NA;NA
4710;59.78135;10.22525;0.1;0;2;0;0.37;NA
4715;59.14696;10.22228;0.2;0;2;0;0.02;NA
4717;59.7355;10.33109;0.1;0;2;0;0;NA
4725;60.1338;10.28689;0.4;0;2;0;0;NA
4726;60.41578;5.2158;0;0;2;1;NA;NA
4727;59.94592;11.04437;0;0;2;0;0.57;NA
4729;62.86315;7.18178;0;0;2;1;NA;NA
4732;58.86181;5.76222;0.1;0;2;1;NA;NA
4734;59.18696;9.63274;0.7;0;2;0;2.84;NA
4745;59.11458;10.2488;0.1;0;2;0;0.11;NA
4746;60.00484;10.926;0;0;2;5;4.32;NA
4747;59.86353;10.53429;0;0;2;13;NA;NA
4750;60.14205;11.25031;0.2;0;2;0;0.3;NA
4762;59.02321;9.71314;0.1;0;2;0;1.18;NA
4763;59.18362;5.99991;0;0;2;1;NA;NA
4765;58.86185;5.71642;0;0;2;1;NA;NA
4769;59.49827;5.91328;0;0;2;1;NA;NA
4775;59.93941;10.6459;0.1;0;2;0;0.59;NA
4783;59.27533;10.4881;0.2;0;2;0;0.03;NA
4785;58.73613;5.73563;0;0;2;1;NA;NA
4786;58.18606;6.79054;0;0;2;1;NA;NA
4792;63.5991;8.98567;0;0;2;1;NA;NA
4796;59.88897;9.92267;0.3;0;2;0;0.02;NA
4800;62.75632;7.28329;0;0;2;1;NA;NA
4805;60.39437;11.22511;0.4;0;2;0;1.89;NA
4823;62.74271;7.15871;0;0;2;1;NA;NA
4831;60.20282;12.01365;0.1;0;2;7;1.12;NA
4836;64.01989;11.46715;0;0;2;1;NA;NA
4847;63.31017;10.16474;0;0;2;1;NA;NA
4849;59.22477;10.27672;0.3;0;2;0;0.03;NA
4851;59.15052;5.2737;0;0;2;1;NA;NA
4853;59.76186;10.47494;0;0;2;0;3.73;NA
4855;59.37286;8.47296;0.9;0;2;1;NA;NA
4869;62.77489;8.54015;0;0;2;1;NA;NA
4871;58.93867;5.5851;0;0;2;1;NA;NA
4873;60.8364;8.69393;0.3;0;2;1;NA;NA
4875;58.9636;5.60725;0;0;2;1;NA;NA
4878;59.84183;10.8291;0;0;2;0;1.46;NA
4886;59.13228;9.63645;0.3;0;2;0;0;NA
4908;59.86407;11.0941;0;0;2;0;0.1;NA
4910;59.24838;10.35468;0.5;0;2;0;1.52;NA
4911;59.048;9.66352;0.2;0;2;0;0.08;NA
4914;59.89487;10.85257;0;0;2;0;1.65;NA
4916;62.72735;7.42146;0;0;2;1;NA;NA
4917;62.90152;11.85317;0;0;2;1;NA;NA
4925;65.46494;12.18454;0;0;2;1;NA;NA
4929;67.2897;14.4191;0;0;2;1;NA;NA
4930;60.93556;10.70452;0;0;2;1;NA;NA
4931;59.13353;11.40545;0;0;2;5;5.13;NA
4936;59.22998;10.74296;0.1;0;2;0;0.05;NA
4941;60.3335;5.21428;0.1;0;2;1;NA;NA
4943;59.72176;10.81674;0.2;0;2;0;1.26;NA
4946;59.04671;8.46855;0.3;0;2;1;NA;NA
4956;66.90687;14.14522;0;0;2;1;NA;NA
4958;59.93883;10.59325;0.3;0;2;0;0.4;NA
4969;58.9617;5.70664;0.1;0;2;1;NA;NA
4970;59.95264;5.62814;0;0;2;1;NA;NA
4985;67.30655;14.42684;0;0;2;1;NA;NA
4987;59.41195;10.47985;0.1;0;2;0;2.02;NA
4994;59.75101;10.03857;0;0;2;8;NA;NA
4997;58.14986;8.07146;0;0;2;1;NA;NA
5003;60.35249;5.33211;0;0;2;1;NA;NA
5009;59.87169;10.77097;0.1;0;2;0;0.41;NA
5015;63.32514;8.58162;0;0;2;1;NA;NA
5017;68.31045;13.8617;0;0;2;1;NA;NA
5021;59.67354;9.67715;0.7;0;2;0;0.11;NA
5027;63.42535;10.74694;0;0;2;1;NA;NA
5030;59.81874;10.42403;0.1;0;2;0;0.05;NA
5036;60.40694;5.22241;0;0;2;1;NA;NA
5037;66.24313;14.03122;0;0;2;1;NA;NA
5039;59.28663;5.22173;0;0;2;1;NA;NA
5041;58.85242;5.57274;0;0;2;1;NA;NA
5044;59.75023;8.8632;0.3;0;2;1;NA;NA
5045;59.28872;10.42164;0.3;0;2;0;0;NA
5046;59.92435;10.99412;0;0;2;0;0.78;NA
5049;60.47808;4.94102;0;0;2;1;NA;NA
5053;62.55236;6.25929;0;0;2;1;NA;NA
5057;59.35224;10.46325;0.2;0;2;0;0.41;NA
5060;61.03852;7.64454;0;0;2;1;NA;NA
5063;59.93589;10.66589;0.3;0;2;0;1.01;NA
5070;60.18504;5.46251;0;0;2;1;NA;NA
5089;60.74221;10.98046;0;0;2;1;NA;NA
5095;67.29075;14.57113;0;0;2;1;NA;NA
5101;59.28416;10.75018;0.2;0;2;0;0.09;NA
5102;68.69927;15.45686;0;0;2;1;NA;NA
5106;58.45458;6.55368;0;0;2;1;NA;NA
5107;59.01361;6.96716;0.1;0;2;1;NA;NA
5108;60.33158;5.25308;0;0;2;1;NA;NA
5111;59.4956;9.96975;0.8;0;2;0;0.04;NA
5112;59.0503;10.00576;0.1;0;2;0;0.67;NA
5113;62.29194;6.6613;0;0;2;1;NA;NA
5122;59.01901;6.96552;0.1;0;2;1;NA;NA
5125;59.66662;10.78234;0;0;2;5;5.61;NA
5129;58.50203;5.79035;0;0;2;1;NA;NA
5132;60.0933;10.12058;0.3;0;2;0;1.17;NA
5133;59.8223;10.41982;0.1;0;2;0;0.05;NA
5134;58.45359;6.55759;0;0;2;1;NA;NA
5137;62.59533;6.44628;0;0;2;1;NA;NA
5144;58.15367;8.0669;0;0;2;1;NA;NA
5145;59.78509;10.69594;0;0;2;0;3.31;NA
5153;62.01321;5.10499;0;0;2;1;NA;NA
5158;59.19725;10.87053;0;0;2;5;4.32;NA
5172;58.44323;8.72746;0;0;2;1;NA;NA
5187;60.61213;8.28215;0.8;0;2;1;NA;NA
5198;68.7883;17.17524;0;0;2;1;NA;NA
5199;59.2656;5.32588;0;0;2;1;NA;NA
5200;59.90935;10.5317;0.1;0;2;0;0.25;NA
5208;58.73493;5.64731;0;0;2;1;NA;NA
5213;63.34526;10.35239;0;0;2;1;NA;NA
5217;63.28453;9.84171;0;0;2;1;NA;NA
5219;63.43057;10.47632;0;0;2;1;NA;NA
5225;59.92094;5.32865;0.1;0;2;1;NA;NA
5227;58.54942;6.49133;0;0;2;1;NA;NA
5237;60.28416;5.26638;0;0;2;1;NA;NA
5238;58.70828;6.37064;0.2;0;2;1;NA;NA
5257;59.14163;10.1791;0.2;0;2;0;0.01;NA
5268;59.90992;5.29981;0.2;0;2;1;NA;NA
5277;61.97877;5.13302;0;0;2;1;NA;NA
5291;59.21395;9.49972;0.3;0;2;0;0.27;NA
5296;64.46152;12.07839;0;0;2;1;NA;NA
5301;61.37878;5.81691;0;0;2;1;NA;NA
5304;59.28335;10.35188;0.7;0;2;0;2.45;NA
5309;63.35558;9.28732;0;0;2;1;NA;NA
5314;63.93135;10.01825;0;0;2;1;NA;NA
5316;61.91011;6.71334;0;0;2;1;NA;NA
5317;60.85668;6.49127;0;0;2;1;NA;NA
5318;67.2838;14.37693;0;0;2;1;NA;NA
5330;60.17351;10.3364;0.7;0;2;0;0.38;NA
5331;59.53274;9.84322;0.6;0;2;0;0.61;NA
5333;60.26931;5.34986;0;0;2;1;NA;NA
5337;63.34465;10.36176;0;0;2;1;NA;NA
5341;60.33203;5.26402;0;0;2;1;NA;NA
5366;61.98855;5.07387;0;0;2;1;NA;NA
5368;59.98517;11.26002;0;0;2;0;0.51;NA
5370;59.92102;10.9483;0;0;2;0;1.03;NA
5371;59.62065;10.48599;0.6;0;2;5;4.06;NA
5373;64.55759;11.26386;0;0;2;1;NA;NA
5378;59.20772;10.13872;0.5;0;2;0;0.44;NA
5379;58.41974;6.0093;0;0;2;1;NA;NA
5384;60.43473;5.28836;0;0;2;1;NA;NA
5385;58.95944;5.62014;0;0;2;1;NA;NA
5389;60.62166;8.52682;0.2;0;2;1;NA;NA
5392;59.88935;10.81181;0.1;0;2;0;0.55;NA
5393;60.42248;5.47487;0;0;2;1;NA;NA
5398;59.04586;9.68037;0.2;0;2;0;0.09;NA
5400;59.82034;10.44249;0.1;0;2;4;NA;NA
5405;59.29232;5.21346;0.1;0;2;1;NA;NA
5411;60.37138;5.35053;0;0;2;1;NA;NA
5419;59.41595;5.25779;0;0;2;1;NA;NA
5423;63.47732;10.84439;0;0;2;1;NA;NA
5425;60.71786;8.31902;0.2;0;2;1;NA;NA
5429;59.67617;10.36434;0.4;0;2;0;0.14;NA
5433;58.09827;6.76898;0;0;2;1;NA;NA
5444;60.37107;5.30604;0;0;2;1;NA;NA
5447;68.93077;15.0484;0;0;2;1;NA;NA
5449;58.04203;7.44689;0;0;2;1;NA;NA
5454;62.46882;6.30931;0;0;2;1;NA;NA
5455;58.95714;5.68792;0;0;2;1;NA;NA
5465;60.54043;5.06309;0;0;2;1;NA;NA
5467;58.95258;5.69928;0;0;2;1;NA;NA
5468;60.33637;5.3391;0;0;2;1;NA;NA
5470;62.91113;11.88999;0;0;2;1;NA;NA
5473;59.89958;10.56375;0;0;2;13;NA;NA
5474;58.72058;9.22848;0.1;0;2;1;NA;NA
5477;59.943;10.6044;0.2;0;2;0;0.01;NA
5486;59.4402;8.84194;0.6;0;2;1;NA;NA
5502;68.79341;16.56202;0;0;2;1;NA;NA
5507;66.77661;15.63029;0;0;2;1;NA;NA
5509;60.27263;10.1926;0.1;0;2;8;NA;NA
5516;61.3173;7.20057;0;0;2;1;NA;NA
5519;62.40311;6.57987;0;0;2;1;NA;NA
5521;61.57401;5.88168;0;0;2;1;NA;NA
5524;62.63973;6.81779;0;0;2;1;NA;NA
5532;68.23409;14.55577;0;0;2;1;NA;NA
5545;60.35971;5.22924;0;0;2;1;NA;NA
5546;66.31223;14.23603;0;0;2;1;NA;NA
5549;60.01844;11.05431;0.2;0;2;0;2.36;NA
5551;59.53398;5.87271;0;0;2;1;NA;NA
5561;58.17321;7.85972;0.1;0;2;1;NA;NA
5564;60.3731;5.6652;0;0;2;1;NA;NA
5566;61.86729;6.07983;0;0;2;1;NA;NA
5570;58.99171;5.76679;0.1;0;2;1;NA;NA
5574;58.97178;5.60727;0;0;2;1;NA;NA
5576;63.88776;11.40019;0;0;2;1;NA;NA
5579;62.66904;8.54028;0;0;2;1;NA;NA
5589;62.29666;7.23609;0;0;2;1;NA;NA
5597;60.08795;10.99357;0;0;2;8;NA;NA
5605;58.87003;9.4073;0.4;0;2;0;0.01;NA
5606;62.46146;6.29093;0;0;2;1;NA;NA
5617;59.08397;10.42698;0;0;2;0;2.63;NA
5618;60.48056;5.73843;0;0;2;1;NA;NA
5619;68.23698;13.75223;0;0;2;1;NA;NA
5622;63.05797;11.52951;0;0;2;1;NA;NA
5627;65.82037;13.21644;0;0;2;1;NA;NA
5633;58.85899;5.6429;0;0;2;1;NA;NA
5649;60.35457;5.12491;0;0;2;1;NA;NA
5650;59.25231;10.38922;0.4;0;2;0;0.71;NA
5654;59.86524;10.21325;0.1;0;2;0;0.06;NA
5657;68.77769;16.56111;0;0;2;1;NA;NA
5659;60.33332;5.31778;0;0;2;1;NA;NA
5669;59.95;10.75;0;0;2;13;NA;NA
5678;64.03789;11.48943;0;0;2;1;NA;NA
5690;67.28002;14.38283;0;0;2;1;NA;NA
5691;58.44458;8.75003;0.1;0;2;1;NA;NA
5711;62.98259;8.73082;0;0;2;1;NA;NA
5720;59.91271;10.82327;0;0;2;0;2.66;NA
5730;59.96143;11.04768;0;0;2;0;0.74;NA
5734;59.75716;10.4666;0.1;0;2;0;0.08;NA
5738;62.34662;5.60159;0;0;2;1;NA;NA
5745;66.25423;13.97802;0;0;2;1;NA;NA
5746;60.74504;4.89171;0;0;2;1;NA;NA
5752;60.35465;5.37245;0;0;2;1;NA;NA
5762;60.34547;5.11535;0;0;2;1;NA;NA
5763;60.34677;6.39912;0;0;2;1;NA;NA
5764;58.77184;5.85272;0;0;2;1;NA;NA
5770;60.77207;10.70229;0.1;0;2;1;NA;NA
5771;60.39126;5.32205;0;0;2;1;NA;NA
5778;59.93737;11.01679;0;0;2;0;0.73;NA
5780;59.02657;6.04479;0;0;2;1;NA;NA
5790;58.78122;6.32134;0.1;0;2;1;NA;NA
5799;60.33979;5.19681;0;0;2;1;NA;NA
5800;59.13826;10.18733;0.3;0;2;0;0.52;NA
