souid;lat;lon;value;elev;prid;dqc;sct;rep
9505;59.85771;10.80272;0;0;2;0;1.86;NA
9506;60.24016;5.82913;0;0;2;1;NA;NA
9513;60.26079;6.62486;0;0;2;1;NA;NA
9514;58.00761;7.10384;0;0;2;1;NA;NA
9515;58.17934;6.79968;0;0;2;1;NA;NA
9520;60.35848;10.57367;0.3;0;2;0;1.01;NA
9522;70.644;23.67915;0;0;2;1;NA;NA
9523;61.98856;5.04646;0;0;2;1;NA;NA
9525;58.90344;5.71427;0;0;2;1;NA;NA
9526;61.37809;5.10994;0;0;2;1;NA;NA
9530;65.49107;12.23579;0;0;2;1;NA;NA
9531;60.70815;4.92076;0;0;2;1;NA;NA
9535;69.32;18.14972;0;0;2;1;NA;NA
9537;62.15312;5.29766;0;0;2;1;NA;NA
9540;58.92072;5.86635;0;0;2;1;NA;NA
9548;59.97966;10.637;0.5;0;2;0;1.61;NA
9550;60.48887;5.26529;0;0;2;1;NA;NA
9551;58.12303;7.96127;0;0;2;1;NA;NA
9553;59.79785;5.51689;0.1;0;2;1;NA;NA
9555;60.8809;10.9395;0.5;0;2;1;NA;NA
9556;59.03403;9.71149;0.1;0;2;0;1.28;NA
9557;59.09195;10.212;0.1;0;2;0;0.09;NA
9559;60.01168;11.02209;0.2;0;2;0;2.08;NA
9564;64.01229;9.94973;0;0;2;1;NA;NA
9566;60.20882;10.10484;0.1;0;2;5;4.04;NA
9567;59.04628;10.0712;0.2;0;2;0;0.13;NA
9570;67.25841;15.3893;0;0;2;1;NA;NA
9580;58.99061;5.69374;0.1;0;2;1;NA;NA
9583;67.29848;14.40265;0;0;2;1;NA;NA
9585;59.24462;5.81367;0.1;0;2;1;NA;NA
9595;62.94635;7.86724;0;0;2;1;NA;NA
9597;70.45981;27.87427;0;0;2;1;NA;NA
9599;60.36672;5.18612;0;0;2;1;NA;NA
9604;59.37157;10.25605;0.7;0;2;0;0.55;NA
9605;59.51614;10.2787;0.4;0;2;0;0.03;NA
9610;63.51508;8.37222;0;0;2;1;NA;NA
9611;62.69458;6.69089;0;0;2;1;NA;NA
9612;59.20051;10.91615;0.1;0;2;0;0.02;NA
9614;60.76397;11.107;0;0;2;1;NA;NA
9628;59.75422;10.93094;0;0;2;0;2.08;NA
9631;59.65619;10.658;0.1;0;2;0;0.05;NA
9632;61.01402;8.95068;0.3;0;2;1;NA;NA
9635;59.95;10.75;0;0;2;13;NA;NA
9641;59.13333;11.39419;0;0;2;5;4.22;NA
9644;59.92374;10.60157;0.1;0;2;0;0.33;NA
9645;59.41752;11.35827;0.1;0;2;0;2.94;NA
9647;59.93117;10.81575;0;0;2;13;NA;NA
9650;68.38772;16.84134;0;0;2;1;NA;NA
9652;59.63886;9.66974;0.9;0;2;0;0.24;NA
9653;59.8785;10.48239;0.1;0;2;0;0.16;NA
9658;59.95;10.75;0.6;0;2;4;NA;NA
9661;59.17556;10.38441;0.1;0;2;0;0.04;NA
9669;59.42625;11.43962;0.5;0;2;0;1.01;NA
9672;59.87861;10.85042;0;0;2;0;1.44;NA
9677;59.85224;10.40579;0.1;0;2;0;0.02;NA
9680;58.68055;5.72057;0;0;2;1;NA;NA
9694;59.52807;10.08441;0.6;0;2;0;0.03;NA
9697;58.26052;8.47682;0;0;2;1;NA;NA
9699;59.0332;6.04505;0;0;2;1;NA;NA
9700;59.18005;10.42975;0.1;0;2;0;0;NA
9701;58.07806;7.02782;0;0;2;1;NA;NA
9702;63.78235;8.7012;0;0;2;1;NA;NA
9706;59.03056;11.03526;0.1;0;2;0;0.58;NA
9711;60.04719;5.18263;0;0;2;1;NA;NA
9717;59.29646;5.20134;0;0;2;1;NA;NA
9718;60.39334;5.44295;0;0;2;1;NA;NA
9721;60.92872;5.00895;0;0;2;1;NA;NA
9722;58.93193;5.64138;0;0;2;1;NA;NA
9723;59.54405;10.74562;0.2;0;2;0;0.05;NA
9724;58.44312;8.71936;0;0;2;1;NA;NA
9726;60.51308;5.65641;0;0;2;1;NA;NA
9743;59.90132;10.79176;0;0;2;0;2.86;NA
9746;60.38553;5.09233;0;0;2;1;NA;NA
9751;62.34661;5.59894;0;0;2;1;NA;NA
